,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
5716,Monster Hunter,PlayStation 2,2004.0,Action Adventure,Capcom  ,0.11,0.08,0.28,0.03,0.5,68.0,37.0,8.8,61.0,Capcom,T
5717,Dragon's Crown,PlayStation 3,2013.0,Action RPG,Atlus  ,0.27,0.04,0.17,0.02,0.5,82.0,62.0,8.4,317.0,Vanillaware,T
5718,Children of Mana,DS,2006.0,Role-Playing,Nintendo  ,0.16,0.01,0.29,0.01,0.47,65.0,34.0,6.1,24.0,Nex Entertainment,E10+
5719,Final Fantasy Crystal Chronicles: Echoes of Time,DS,2009.0,Role-Playing,Square Enix  ,0.12,0.06,0.27,0.02,0.47000000000000003,75.0,37.0,7.5,26.0,Square Enix,E10+
5720,Two Worlds II,PlayStation 3,2011.0,Role-Playing,SouthPeak Interactive  ,0.26,0.1,0.06,0.04,0.45999999999999996,70.0,28.0,6.9,75.0,Reality Pump,M
5722,Phantasy Star Online Episode I & II,GameCube,2002.0,Role-Playing,Sega  ,0.23,0.06,0.16,0.01,0.4600000000000001,85.0,31.0,8.5,79.0,Sonic Team,T
5723,Fable Anniversary,Xbox 360,2014.0,Action RPG,Microsoft Studios  ,0.26,0.15,0.01,0.04,0.46,68.0,53.0,7.1,231.0,Lionhead Studios,M
5724,Shin Megami Tensei: Persona 3,PlayStation 2,2007.0,Role-Playing,Atlus  ,0.22,0.03,0.0,0.2,0.45,86.0,52.0,6.4,426.0,Atlus Co.,M
5725,Tales of Zestiria,PlayStation 4,2015.0,Role-Playing,Namco Bandai Games  ,0.18,0.16,0.04,0.07,0.44999999999999996,72.0,59.0,7.2,399.0,Bandai Namco Games,T
5726,Shin Megami Tensei: Devil Survivor Overclocked,3DS,2011.0,Role-Playing,Atlus  ,0.34,0.01,0.06,0.04,0.45,78.0,27.0,5.4,311.0,Atlus,T
5727,Shin Megami Tensei: Devil Survivor Overclocked,3DS,2011.0,Role-Playing,Atlus  ,0.0,0.0,0.03,0.0,0.03,78.0,27.0,5.4,311.0,Atlus,T
5728,X-Men Legends II: Rise of Apocalypse,Xbox,2005.0,Role-Playing,Activision  ,0.3,0.12,0.0,0.02,0.44,84.0,50.0,8.5,206.0,Raven Software,T
5729,Eternal Sonata,PlayStation 3,2008.0,Role-Playing,Namco Bandai  ,0.19,0.12,0.07,0.05,0.43,80.0,34.0,7.9,136.0,Tri-Crescendo,T
5730,Hyperdimension Neptunia,PlayStation 3,2011.0,Role-Playing,NIS America  ,0.22,0.1,0.07,0.04,0.43,45.0,31.0,6.7,135.0,"Idea Factory, Compile Heart",T
5732,Alpha Protocol,PlayStation 3,2010.0,Role-Playing,Sega  ,0.19,0.17,0.0,0.07,0.43,64.0,49.0,7.0,128.0,Obsidian Entertainment,M
5733,EverQuest Online Adventures,PlayStation 2,2003.0,Role-Playing,Sony Online Entertainment  ,0.21,0.16,0.0,0.05,0.42,74.0,22.0,8.1,32.0,Sony Online Entertainment,T
5734,Atelier Totori: The Adventurer of Arland,PlayStation 3,2011.0,Role-Playing,NIS America  ,0.12,0.07,0.21,0.03,0.43000000000000005,74.0,19.0,8.1,85.0,Gust,T
5735,Mega Man Battle Network,Game Boy Advance,2001.0,Role-Playing,Capcom  ,0.14,0.05,0.22,0.01,0.42000000000000004,79.0,10.0,8.6,82.0,Capcom,E
5736,Fossil Fighters: Frontier,3DS,2015.0,Role-Playing,Nintendo  ,0.13,0.04,0.23,0.02,0.42000000000000004,57.0,25.0,5.1,30.0,"RED Entertainment, Spike Chunsoft",E10+
5737,Ragnarok Odyssey,PlayStation Vita,2012.0,Role-Playing,Xseed Games  ,0.2,0.01,0.16,0.05,0.42,66.0,21.0,7.8,111.0,Game Arts,T
5738,TERA,PC,1970.0,Role-Playing,Unknown  ,0.25,0.13,0.0,0.04,0.42,77.0,41.0,6.8,794.0,Bluehole Studio,M
5739,Sword Art Online: Lost Song,PlayStation Vita,2015.0,Role-Playing,Namco Bandai Games  ,0.08,0.04,0.24,0.04,0.39999999999999997,70.0,4.0,6.6,37.0,"Bandai Namco Games, Artdink",T
5741,Sword Art Online: Hollow Realization,PlayStation 4,2016.0,Role-Playing,Namco Bandai Games  ,0.18,0.06,0.12,0.05,0.41,69.0,34.0,7.6,98.0,"Bandai Namco Games, Aquria",T
5742,Rune Factory 3: A Fantasy Harvest Moon,DS,2010.0,Role-Playing,Natsume  ,0.26,0.03,0.1,0.02,0.41000000000000003,77.0,10.0,8.3,55.0,Neverland,E
5743,Gauntlet: Seven Sorrows,PlayStation 2,2005.0,Role-Playing,Midway Games  ,0.2,0.15,0.0,0.05,0.39999999999999997,59.0,38.0,5.4,23.0,Midway,T
5744,Marvel: Ultimate Alliance,Wii,2006.0,Role-Playing,Activision  ,0.36,0.01,0.0,0.03,0.4,73.0,31.0,7.1,35.0,Vicarious Visions,T
5745,Naruto: Path of the Ninja,DS,2007.0,Role-Playing,D3 Publisher  ,0.37,0.0,0.0,0.03,0.4,57.0,18.0,7.5,10.0,TOSE,E10+
5746,Deus Ex: Mankind Divided,Xbox One,2016.0,Action Adventure,Square Enix  ,0.25,0.11,0.0,0.04,0.39999999999999997,83.0,18.0,7.7,300.0,Eidos Montreal,M
5747,Alpha Protocol,Xbox 360,2010.0,Role-Playing,Sega  ,0.23,0.13,0.0,0.04,0.39999999999999997,63.0,68.0,7.2,216.0,Obsidian Entertainment,M
5748,Dungeon Siege III,PlayStation 3,2011.0,Role-Playing,Square Enix  ,0.17,0.13,0.03,0.06,0.39000000000000007,71.0,52.0,6.2,89.0,Obsidian Entertainment,T
5749,Dragon's Crown,PlayStation Vita,2013.0,Action,Atlus  ,0.14,0.06,0.12,0.07,0.39,77.0,16.0,8.4,219.0,Vanillaware,T
5750,Mass Effect 2,PC,2010.0,Role-Playing,Electronic Arts  ,0.01,0.32,0.0,0.05,0.38,94.0,55.0,8.9,5345.0,BioWare,M
5751,Marvel: Ultimate Alliance,PlayStation 3,2006.0,Role-Playing,Activision  ,0.33,0.02,0.0,0.03,0.38,78.0,35.0,7.6,64.0,Raven Software,T
5752,Tales of Hearts R,PlayStation Vita,2014.0,Role-Playing,Namco Bandai Games  ,0.11,0.12,0.09,0.07,0.38999999999999996,76.0,35.0,8.1,123.0,7thChord,T
5753,Grandia Xtreme,PlayStation 2,2002.0,Role-Playing,Enix  ,0.07,0.05,0.25,0.02,0.39,68.0,16.0,7.6,19.0,Game Arts,T
5754,Kingdom Under Fire: Circle of Doom,Xbox 360,2008.0,Role-Playing,Microsoft  ,0.18,0.12,0.04,0.04,0.37999999999999995,55.0,44.0,5.7,55.0,Blueside,M
5755,Shin Megami Tensei IV: Apocalypse,3DS,2016.0,Role-Playing,Atlus  ,0.15,0.05,0.16,0.02,0.38,84.0,41.0,5.9,331.0,Atlus,M
5756,Vampyr,PlayStation 4,2018.0,Role-Playing,Focus Home Interactive  ,0.12,0.19,0.0,0.06,0.37,70.0,67.0,6.8,735.0,DONTNOD Entertainment,M
5757,Dungeon Siege III,Xbox 360,2011.0,Role-Playing,Square Enix  ,0.21,0.12,0.01,0.03,0.37,72.0,55.0,5.9,112.0,Obsidian Entertainment,T
5758,Fragile Dreams: Farewell Ruins of the Moon,Wii,2010.0,Role-Playing,Xseed Games  ,0.16,0.12,0.06,0.03,0.37,67.0,41.0,8.3,73.0,Tri-Crescendo,T
5759,Marvel: Ultimate Alliance,PSP,2006.0,Role-Playing,Activision  ,0.33,0.0,0.0,0.03,0.36,81.0,19.0,7.6,23.0,Vicarious Visions,T
5760,Okage: Shadow King,PlayStation 2,2001.0,Role-Playing,Sony Computer Entertainment  ,0.14,0.11,0.08,0.04,0.37,70.0,23.0,8.1,24.0,Zener Works,T
5761,Arc the Lad: Twilight of the Spirits,PlayStation 2,2003.0,Role-Playing,Sony Computer Entertainment  ,0.18,0.14,0.0,0.05,0.37,72.0,39.0,8.4,44.0,Cattle Call,T
5762,Sword Art Online: Lost Song,PlayStation 4,2015.0,Role-Playing,Namco Bandai Games  ,0.19,0.11,0.0,0.06,0.36,63.0,32.0,6.2,87.0,"Bandai Namco Games, Artdink",T
5763,Suikoden V,PlayStation 2,2006.0,Role-Playing,Konami  ,0.08,0.06,0.19,0.02,0.35000000000000003,76.0,43.0,8.7,142.0,Konami,T
5764,Persona 2: Eternal Punishment,PlayStation,2000.0,Role-Playing,Atlus  ,0.03,0.02,0.28,0.02,0.35000000000000003,83.0,11.0,4.6,243.0,Atlus Co.,T
5765,World of Final Fantasy,PlayStation Vita,2016.0,Role-Playing,Square Enix  ,0.09,0.11,0.09,0.06,0.35000000000000003,77.0,5.0,8.7,177.0,Square Enix,E10+
5766,Lunar 2: Eternal Blue Complete,PlayStation,2000.0,Role-Playing,Working Designs  ,0.19,0.13,0.0,0.02,0.34,86.0,12.0,8.8,61.0,Game Arts,T
5767,Star Ocean: Second Evolution,PSP,2009.0,Role-Playing,Square Enix  ,0.14,0.02,0.16,0.02,0.34,75.0,37.0,7.8,38.0,TOSE,T
5768,Lord of Arcana,PSP,2011.0,Action,Square Enix  ,0.08,0.05,0.17,0.04,0.34,53.0,45.0,6.5,24.0,Access Games,M
5769,Valkyria Chronicles Remastered,PlayStation 4,2016.0,Strategy,Sega  ,0.14,0.08,0.08,0.04,0.34,84.0,58.0,8.2,236.0,Sega,T
5770,Jeanne d'Arc,PSP,2007.0,Strategy,Sony Computer Entertainment  ,0.21,0.0,0.1,0.02,0.33,87.0,45.0,8.2,95.0,Level 5,T
5771,Etrian Odyssey,DS,2007.0,Role-Playing,Atlus  ,0.19,0.03,0.09,0.02,0.33,75.0,30.0,8.5,45.0,"Lancarse, Atlus",T
5772,Disgaea 2: Cursed Memories,PlayStation 2,2006.0,Strategy,NIS America  ,0.09,0.07,0.15,0.02,0.33,84.0,54.0,7.0,49.0,Nippon Ichi Software,T
5773,Resonance of Fate,Xbox 360,2010.0,Role-Playing,Sega  ,0.12,0.13,0.06,0.03,0.33999999999999997,74.0,43.0,7.7,105.0,Tri-Ace,T
5774,Disgaea: Hour of Darkness,PlayStation 2,2003.0,Strategy,Atlus  ,0.16,0.13,0.0,0.04,0.33,84.0,42.0,8.7,91.0,Nippon Ichi Software,T
5775,Fable III,PC,2011.0,Role-Playing,Microsoft Game Studios  ,0.11,0.17,0.0,0.05,0.33,75.0,39.0,5.5,635.0,Lionhead Studios,M
5776,The Witcher: Enhanced Edition,PC,2008.0,Role-Playing,Atari  ,0.32,0.01,0.0,0.0,0.33,86.0,30.0,8.4,2946.0,CD Projekt Red Studio,M
5777,Final Fantasy XI: Wings of the Goddess,Xbox 360,2007.0,Role-Playing,Square Enix  ,0.28,0.0,0.02,0.03,0.33000000000000007,63.0,4.0,5.8,5.0,Square Enix,T
5778,Marvel: Ultimate Alliance 2,Wii,2009.0,Role-Playing,Activision  ,0.25,0.05,0.0,0.03,0.32999999999999996,50.0,8.0,5.4,21.0,n-Space,T
5779,Eternal Sonata,Xbox 360,2007.0,Role-Playing,Namco Bandai  ,0.19,0.04,0.08,0.02,0.33,79.0,56.0,8.0,112.0,Tri-Crescendo,T
5780,Folklore,PlayStation 3,2007.0,Action Adventure,Sony Computer Entertainment  ,0.2,0.04,0.05,0.03,0.32000000000000006,75.0,55.0,8.2,175.0,"Game Republic, JapanStudio",T
5781,Shin Megami Tensei: Devil Survivor 2,DS,2012.0,Role-Playing,Atlus  ,0.16,0.02,0.12,0.01,0.31,79.0,21.0,4.6,226.0,Atlus,T
5782,Monster Lab,Wii,2008.0,Role-Playing,Eidos Interactive  ,0.27,0.02,0.0,0.02,0.31000000000000005,73.0,11.0,8.6,16.0,Backbone Entertainment,E10+
5783,Pandora's Tower,Wii,2013.0,Role-Playing,Xseed Games  ,0.11,0.1,0.08,0.03,0.32000000000000006,73.0,48.0,8.1,122.0,Ganbarion,T
5784,Orphen: Scion of Sorcery,PlayStation 2,2000.0,Role-Playing,Activision  ,0.15,0.12,0.0,0.04,0.31,54.0,15.0,7.3,16.0,Shade,T
5785,Magna Carta 2,Xbox 360,2009.0,Role-Playing,Namco Bandai  ,0.13,0.07,0.07,0.02,0.29000000000000004,69.0,49.0,7.3,64.0,"Banpresto, SoftMax",T
5786,Eternal Ring,PlayStation 2,2000.0,Role-Playing,Agetec  ,0.1,0.07,0.1,0.03,0.30000000000000004,62.0,13.0,6.2,13.0,From Software,T
5787,Final Fantasy Type-0 HD,Xbox One,2015.0,Role-Playing,Square Enix  ,0.2,0.07,0.0,0.03,0.30000000000000004,72.0,12.0,8.2,228.0,HexaDrive,M
5788,Radiant Historia,DS,2011.0,Role-Playing,Atlus  ,0.19,0.0,0.09,0.02,0.30000000000000004,85.0,30.0,8.6,106.0,Atlus,E10+
5789,Sword Art Online: Fatal Bullet,PlayStation 4,2018.0,Action,Namco Bandai Games  ,0.11,0.03,0.13,0.03,0.30000000000000004,64.0,42.0,7.3,112.0,Dimps Corporation,T
5790,Grandia II,PlayStation 2,2002.0,Role-Playing,Ubisoft  ,0.14,0.11,0.0,0.04,0.29,71.0,19.0,8.6,58.0,Game Arts,T
5791,Fable: The Journey,Xbox 360,2012.0,Role-Playing,Microsoft Studios  ,0.19,0.08,0.0,0.03,0.30000000000000004,61.0,70.0,4.9,89.0,Lionhead Studios,T
5792,Glory of Heracles,DS,2010.0,Role-Playing,Nintendo  ,0.19,0.0,0.08,0.02,0.29000000000000004,69.0,23.0,7.4,20.0,Paon Corporation,E10+
5793,X-Men Legends II: Rise of Apocalypse,PSP,2005.0,Role-Playing,Activision  ,0.25,0.01,0.0,0.02,0.28,84.0,30.0,8.0,46.0,Vicarious Visions,T
5794,The Lord of the Rings: The Third Age,GameCube,2004.0,Role-Playing,Electronic Arts  ,0.22,0.06,0.0,0.01,0.29000000000000004,74.0,25.0,7.9,21.0,EA Games,T
5795,Pirates of the Caribbean,Xbox,2003.0,Role-Playing,Bethesda Softworks  ,0.22,0.06,0.0,0.01,0.29000000000000004,65.0,30.0,7.4,28.0,Akella,T
5796,RPG Maker,PlayStation,2000.0,Role-Playing,Agetec  ,0.11,0.07,0.29,0.03,0.5,66.0,11.0,7.7,12.0,Kuusou Kagaku,E
5797,RPG Maker,PlayStation,2000.0,Role-Playing,Agetec  ,0.0,0.0,0.29,0.0,0.29,66.0,11.0,7.7,12.0,Kuusou Kagaku,E
5798,The Legend of Legacy,3DS,2015.0,Role-Playing,Atlus  ,0.14,0.02,0.11,0.02,0.29000000000000004,67.0,31.0,7.1,61.0,"Cattle Call, FuRyu",E10+
5799,Disgaea 3: Absence of Detention,PlayStation Vita,2012.0,Strategy,NIS America  ,0.11,0.06,0.07,0.04,0.27999999999999997,78.0,28.0,8.3,109.0,Nippon Ichi Software,T
5800,Ever Oasis,3DS,2017.0,Role-Playing,Nintendo  ,0.13,0.08,0.05,0.02,0.28,76.0,54.0,8.1,104.0,GREZZO,E10+
5801,Shadow Hearts,PlayStation 2,2001.0,Role-Playing,Midway Games  ,0.09,0.07,0.1,0.02,0.28,73.0,24.0,8.6,102.0,Sacnoth,M
5802,Dark Souls II: Scholar of the First Sin,Xbox One,2015.0,Role-Playing,Namco Bandai Games  ,0.19,0.07,0.0,0.03,0.29000000000000004,89.0,11.0,7.8,251.0,From Software,T
5803,Final Fantasy VI Advance,Game Boy Advance,2007.0,Role-Playing,Nintendo  ,0.0,0.0,0.28,0.01,0.29000000000000004,92.0,25.0,8.7,447.0,TOSE,E10+
5804,Wild ARMs 5,PlayStation 2,2007.0,Role-Playing,Xseed Games  ,0.14,0.11,0.0,0.04,0.29,71.0,26.0,7.8,30.0,Media.Vision,T
5805,Soul Nomad & the World Eaters,PlayStation 2,2007.0,Strategy,NIS America  ,0.14,0.11,0.0,0.04,0.29,73.0,31.0,8.2,24.0,Nippon Ichi Software,T
5806,Secret of Mana,PlayStation 4,2018.0,Role-Playing,Square Enix  ,0.06,0.12,0.05,0.04,0.26999999999999996,63.0,59.0,6.0,123.0,"Square Enix, Q Studios",E10+
5807,Etrian Mystery Dungeon,3DS,2015.0,Role-Playing,Atlus  ,0.11,0.01,0.14,0.01,0.27,77.0,44.0,7.9,55.0,Spike Chunsoft,E10+
5808,Etrian Odyssey V: Beyond the Myth,3DS,2017.0,Role-Playing,Atlus  ,0.11,0.01,0.14,0.01,0.27,80.0,34.0,8.0,41.0,"Atlus Co., Atlus",T
5809,Baten Kaitos: Eternal Wings and the Lost Ocean,GameCube,2004.0,Role-Playing,Namco  ,0.21,0.05,0.0,0.01,0.27,80.0,48.0,8.2,89.0,Monolith Soft,T
5811,Suikoden Tierkreis,DS,2009.0,Role-Playing,Konami  ,0.09,0.02,0.15,0.01,0.27,76.0,24.0,7.7,58.0,Konami,E10+
5812,The World Ends with You: Final Remix,Switch,2018.0,Role-Playing,Nintendo  ,0.14,0.08,0.03,0.02,0.27,77.0,51.0,7.2,109.0,"Square Enix, h.a.n.d. Inc., Jupiter Corporation",T
5813,Dungeons & Dragons: Eye of the Beholder,Game Boy Advance,2002.0,Role-Playing,Atari  ,0.19,0.07,0.0,0.0,0.26,57.0,9.0,5.9,14.0,Pronto Games,E
5814,Etrian Odyssey II: Heroes of Lagaard,DS,2008.0,Role-Playing,Atlus  ,0.09,0.0,0.16,0.01,0.26,82.0,17.0,8.2,32.0,Atlus,E10+
5816,Stella Glow,3DS,2015.0,Strategy,Atlus  ,0.17,0.01,0.06,0.02,0.26,79.0,32.0,8.4,127.0,"Image Epoch, Imageepoch",T
5817,Final Fantasy V Advance,Game Boy Advance,2006.0,Role-Playing,Nintendo  ,0.0,0.0,0.26,0.01,0.27,83.0,25.0,8.2,82.0,TOSE,E
5818,Sword Art Online: Hollow Realization,PlayStation Vita,2018.0,Role-Playing,Namco Bandai Games  ,0.0,0.08,0.16,0.02,0.26,56.0,6.0,7.6,19.0,Bandai Namco Games,T
5819,The Legend of Heroes: Trails of Cold Steel II,PlayStation Vita,2016.0,Role-Playing,Xseed Games  ,0.06,0.04,0.13,0.03,0.26,80.0,26.0,8.3,74.0,Falcom,T
5820,Dungeons & Dragons Heroes,Xbox,2003.0,Role-Playing,Atari  ,0.19,0.06,0.0,0.01,0.26,72.0,33.0,7.8,25.0,Atari,T
5821,Legaia 2: Duel Saga,PlayStation 2,2002.0,Role-Playing,Eidos Interactive  ,0.13,0.1,0.0,0.03,0.26,67.0,21.0,8.2,40.0,Prokion,T
5822,Baldur's Gate: Dark Alliance II,Xbox,2004.0,Role-Playing,Interplay  ,0.19,0.06,0.0,0.01,0.26,77.0,44.0,7.9,20.0,Black Isle Studios,T
5823,Game of Thrones,Xbox 360,2012.0,Role-Playing,Atlus  ,0.15,0.08,0.0,0.02,0.24999999999999997,52.0,35.0,5.1,126.0,"Cyanide, Cyanide Studios",M
5824,Final Fantasy Crystal Chronicles: Echoes of Time,Wii,2009.0,Role-Playing,Square Enix  ,0.13,0.06,0.05,0.02,0.26,64.0,29.0,6.2,10.0,Square Enix,E10+
5825,Hunted: The Demon's Forge,PlayStation 3,2011.0,Action Adventure,Bethesda Softworks  ,0.12,0.09,0.02,0.03,0.26,57.0,34.0,6.4,78.0,InXile Entertainment,M
5826,The Legend of Heroes: Trails of Cold Steel,PlayStation Vita,2015.0,Role-Playing,Xseed Games  ,0.05,0.03,0.14,0.03,0.25,77.0,20.0,8.4,147.0,Falcom,T
5827,Beyblade: Metal Fusion,DS,2010.0,Action Adventure,Hudson Soft  ,0.07,0.03,0.14,0.01,0.25,36.0,4.0,5.0,6.0,Hudson Soft,E
5829,Disgaea 2: Dark Hero Days,PSP,2009.0,Strategy,NIS America  ,0.1,0.01,0.12,0.02,0.24999999999999997,83.0,33.0,8.2,50.0,Nippon Ichi Software,T
5830,The Elder Scrolls IV: Oblivion,PC,2009.0,Role-Playing,Take-Two Interactive  ,0.01,0.21,0.0,0.04,0.26,94.0,54.0,8.2,3301.0,Bethesda Softworks,M
5831,Grandia,PlayStation,1999.0,Role-Playing,Sony Computer Entertainment  ,0.14,0.09,0.0,0.02,0.25,89.0,14.0,7.7,140.0,Game Arts,E
5832,Ys: Memories of Celceta,PlayStation Vita,2013.0,Role-Playing,Xseed Games  ,0.1,0.01,0.1,0.04,0.25,82.0,56.0,8.7,285.0,Falcom,T
5833,Final Fantasy XI: Chains of Promathia,PlayStation 2,2004.0,Role-Playing,Square Enix  ,0.12,0.09,0.0,0.03,0.24,77.0,13.0,8.4,14.0,Square Enix,T
5834,X-Men Legends II: Rise of Apocalypse,GameCube,2005.0,Role-Playing,Activision  ,0.19,0.05,0.0,0.01,0.25,82.0,34.0,6.4,29.0,Raven Software,T
5835,Valkyria Chronicles 4,PlayStation 4,2018.0,Strategy,Sega  ,0.1,0.03,0.08,0.03,0.24000000000000002,85.0,46.0,8.1,198.0,"Sega, Media.Vision",T
5836,7th Dragon III Code: VFD,3DS,2016.0,General,Sega  ,0.06,0.04,0.13,0.01,0.24000000000000002,76.0,30.0,7.9,62.0,Sega,T
5837,Lunar: Silver Star Harmony,PSP,2010.0,Role-Playing,Xseed Games  ,0.19,0.0,0.03,0.02,0.24,80.0,26.0,8.1,49.0,Game Arts,T
5838,Game of Thrones,PlayStation 3,2012.0,Role-Playing,Atlus  ,0.1,0.11,0.0,0.04,0.25,53.0,14.0,5.6,87.0,"Cyanide, Cyanide Studios",M
5840,Percy Jackson and the Olympians: The Lightning Thief,DS,2010.0,Role-Playing,Activision  ,0.22,0.01,0.0,0.02,0.25,56.0,6.0,6.7,13.0,Griptonite Games,E10+
5841,Harvest Moon: Another Wonderful Life,GameCube,2005.0,Role-Playing,Natsume  ,0.19,0.05,0.0,0.01,0.25,70.0,12.0,8.5,67.0,Marvelous,E
5842,Valhalla Knights,PSP,2007.0,Role-Playing,Xseed Games  ,0.15,0.0,0.07,0.01,0.23,53.0,29.0,7.6,24.0,K2 LLC,E10+
5843,Luminous Arc,DS,2007.0,Strategy,Atlus  ,0.16,0.0,0.06,0.01,0.23,70.0,25.0,7.0,28.0,"Image Epoch, Imageepoch",T
5844,Avalon Code,DS,2009.0,Role-Playing,Marvelous Interactive  ,0.11,0.0,0.12,0.01,0.24,71.0,29.0,7.8,17.0,"Matrix Software, Marvelous Entertainment",E10+
5845,Digimon World: Next Order,PlayStation 4,2017.0,Role-Playing,Namco Bandai Games  ,0.13,0.05,0.02,0.04,0.24,68.0,35.0,6.8,148.0,B.B.Studio,E10+
5846,Shadow Hearts: Covenant,PlayStation 2,2004.0,Role-Playing,Midway Games  ,0.12,0.09,0.0,0.03,0.24,85.0,49.0,8.7,108.0,Nautilus,T
5847,Ar tonelico Qoga: Knell of Ar Ciel,PlayStation 3,2011.0,Role-Playing,NIS America  ,0.08,0.01,0.13,0.01,0.23,61.0,27.0,7.8,75.0,Gust,M
5849,Disgaea: Afternoon of Darkness,PSP,2007.0,Strategy,NIS America  ,0.15,0.02,0.04,0.02,0.22999999999999998,87.0,37.0,8.6,76.0,Nippon Ichi Software,T
5850,Divinity II: Ego Draconis,Xbox 360,2010.0,Role-Playing,CDV Software Entertainment  ,0.18,0.04,0.0,0.02,0.24,62.0,37.0,6.6,43.0,Larian Studios Games,M
5851,Naruto: Path of the Ninja 2,DS,2008.0,Role-Playing,D3 Publisher  ,0.22,0.0,0.0,0.02,0.24,62.0,18.0,7.1,8.0,TOSE,E10+
5852,Sands of Destruction,DS,2010.0,Role-Playing,Sega  ,0.09,0.0,0.13,0.01,0.23,63.0,20.0,7.9,19.0,"Image Epoch, Imageepoch",T
5853,Cross Edge,PlayStation 3,2009.0,Role-Playing,NIS America  ,0.14,0.02,0.05,0.02,0.23,52.0,32.0,6.4,68.0,Compile Heart,T
5854,Elex,PlayStation 4,2017.0,Role-Playing,THQ Nordic  ,0.03,0.16,0.0,0.04,0.23,58.0,19.0,6.5,642.0,Piranha Bytes,M
5855,Soul Sacrifice Delta,PlayStation Vita,2014.0,Role-Playing,Sony Computer Entertainment  ,0.0,0.08,0.12,0.02,0.22,82.0,24.0,8.5,149.0,SCE Japan Studio,M
5856,Lunar Knights,DS,2007.0,Role-Playing,Konami  ,0.17,0.01,0.04,0.01,0.23000000000000004,82.0,39.0,7.8,26.0,Kojima Productions,E10+
5857,Ys Seven,PSP,2010.0,Role-Playing,Xseed Games  ,0.14,0.0,0.08,0.02,0.24000000000000002,79.0,27.0,8.5,76.0,Falcom,T
5858,Final Fantasy XI: Treasures of Aht Urhgan,PlayStation 2,2006.0,Role-Playing,Square Enix  ,0.06,0.05,0.1,0.02,0.23,87.0,4.0,6.8,19.0,Square Enix,T
5859,Alundra,PlayStation,1997.0,Role-Playing,Working Designs  ,0.13,0.09,0.0,0.01,0.23,86.0,9.0,8.6,91.0,Matrix Software,T
5860,Valhalla Knights 2,PSP,2008.0,Role-Playing,Xseed Games  ,0.09,0.0,0.12,0.01,0.22,50.0,13.0,5.8,15.0,K2,E10+
5861,Justice League Heroes,PSP,2006.0,Role-Playing,Warner Bros. Interactive  ,0.2,0.01,0.0,0.02,0.23,72.0,13.0,7.5,6.0,Snowblind Studios,T
5862,Risen 2: Dark Waters,PlayStation 3,2012.0,Role-Playing,Deep Silver  ,0.04,0.14,0.01,0.03,0.22000000000000003,47.0,13.0,4.9,58.0,Piranha Bytes,M
5863,Skies of Arcadia Legends,GameCube,2003.0,Role-Playing,Sega  ,0.17,0.04,0.0,0.01,0.22000000000000003,84.0,31.0,8.7,118.0,Overworks,T
5864,Breath of Fire,Game Boy Advance,2001.0,Role-Playing,Capcom  ,0.11,0.04,0.06,0.0,0.21,79.0,17.0,7.3,21.0,Capcom,E
5865,Luminous Arc 2,DS,2008.0,Role-Playing,Atlus  ,0.2,0.0,0.0,0.02,0.22,73.0,19.0,8.3,20.0,"Image Epoch, Imageepoch",T
5866,The Legend of Heroes: Trails of Cold Steel II,PlayStation 3,2016.0,Role-Playing,Xseed Games  ,0.05,0.04,0.11,0.02,0.22,90.0,4.0,8.3,111.0,Falcom,T
5867,Kingdom Come: Deliverance,Xbox One,2018.0,Historic,Deep Silver  ,0.14,0.06,0.0,0.02,0.22,68.0,18.0,7.5,322.0,Warhorse Studios,M
5868,Ragnarok DS,DS,2010.0,Role-Playing,Xseed Games  ,0.1,0.0,0.11,0.01,0.22000000000000003,53.0,19.0,5.5,17.0,GungHo,E10+
5869,The Witch and the Hundred Knight,PlayStation 3,2014.0,Role-Playing,NIS America  ,0.08,0.02,0.1,0.02,0.22,53.0,44.0,7.3,84.0,Nippon Ichi Software,T
5870,Magna Carta: Tears of Blood,PlayStation 2,2005.0,Role-Playing,Atlus  ,0.11,0.08,0.0,0.03,0.22,66.0,34.0,7.2,27.0,SoftMax,T
5871,Lords of the Fallen,Xbox One,2014.0,Role-Playing,Namco Bandai Games  ,0.1,0.1,0.0,0.02,0.22,71.0,13.0,6.6,184.0,"City Interactive, Deck 13",M
5872,Growlanser: Heritage of War,PlayStation 2,2007.0,Role-Playing,Atlus  ,0.11,0.08,0.0,0.03,0.22,60.0,7.0,7.7,30.0,Career Soft,T
5873,Hunted: The Demon's Forge,Xbox 360,2011.0,Action Adventure,Bethesda Softworks  ,0.13,0.07,0.0,0.02,0.22,61.0,59.0,6.3,111.0,InXile Entertainment,M
5874,The Legend of Heroes: Trails of Cold Steel,PlayStation 3,2015.0,Role-Playing,Xseed Games  ,0.06,0.02,0.12,0.02,0.22,86.0,12.0,8.7,178.0,Falcom,T
5875,The Bard's Tale,PlayStation 2,2004.0,Role-Playing,inXile Entertainment  ,0.1,0.08,0.0,0.03,0.21,76.0,44.0,7.8,23.0,InXile Entertainment,T
5876,Radiant Historia: Perfect Chronology,3DS,2018.0,Role-Playing,Atlus  ,0.11,0.03,0.06,0.01,0.21000000000000002,85.0,44.0,8.5,89.0,Atlus,T
