Name,Platform,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Genre
Zone of the Enders,PlayStation 2,78,21,7.1,76,KCEJ,M,Simulation
Harvest Moon: Animal Parade,Wii,76,10,8.8,28,"Natsume, Marvelous Entertainment",E,Strategy
The Sims 4,Xbox One,66,19,3.8,67,Maxis,T,Simulation
Harvest Moon DS: Island of Happiness,DS,65,15,7.2,25,TOSE,E,Strategy
Imagine: Interior Designer,DS,,,tbd,,Ubisoft,E,Simulation
Mobile Suit Gundam: Encounters in Space,PlayStation 2,66,10,8.5,43,Bandai,T,Simulation
The Sims 2: Castaway,DS,66,8,4.1,9,Full Fat,E,Simulation
Mobile Suit Gundam: Journey to Jaburo,PlayStation 2,58,16,8.2,47,Bandai,T,Simulation
The Sims Medieval,PC,77,56,6.0,191,The Sims Studio,T,Simulation
World of Zoo,DS,,,tbd,,Blue Fang Games,E,Simulation
The Sims 2: Apartment Pets,DS,50,12,2.2,6,Full Fat,E,Simulation
IL-2 Sturmovik: Birds of Prey,PlayStation 3,81,28,7.4,24,Gaijin Entertainment,T,Simulation
Lalaloopsy,DS,,,1.0,5,Activision,E,Simulation
Armored Core 3,PlayStation 2,74,23,8.6,38,From Software,T,Simulation
The Sims 3,DS,73,9,6.2,24,Exient Entertainment,E,Simulation
Blazing Angels: Squadrons of WWII,PlayStation 3,67,26,6.9,14,Ubisoft,T,Simulation
The Sims 3: High-End Loft Stuff,PC,,,6.3,19,The Sims Studio,T,Simulation
The Sims Bustin' Out,GameCube,81,30,8.4,16,Maxis,T,Miscellaneous
Crafting Mama,DS,,,tbd,,Cooking Mama Limited,E,Simulation
Paws & Claws Pet Vet,DS,,,8.0,14,Independent Arts,E,Simulation
The Sims 3: Generations,PC,70,22,3.8,90,The Sims Studio,T,Simulation
Dogz,Game Boy Advance,48,9,6.3,13,MTO,E,Miscellaneous
The Urbz: Sims in the City,Game Boy Advance,72,6,8.6,30,Griptonite Games,E,Miscellaneous
World of Zoo,Wii,,,8.0,8,Blue Fang Games,E,Simulation
Petz: Dogz Pack,DS,,,tbd,,"Ubisoft, Ubisoft Nagoya",E,Simulation
Littlest Pet Shop: Garden,DS,,,tbd,,Electronic Arts,E,Simulation
SimCity DS,DS,69,27,6.4,19,Aki Corp.,E,Strategy
Littlest Pet Shop: Jungle,DS,,,tbd,,Electronic Arts,E,Simulation
Harvest Moon: Friends of Mineral Town,Game Boy Advance,81,25,8.7,141,TOSE,E,Strategy
Farming Simulator 19,PC,73,16,6.5,92,Giants Software,E,Simulation
Petz: Dogz 2,Wii,,,tbd,,Ubisoft,E,Simulation
Harvest Moon: The Tale of Two Towns,DS,68,6,7.6,13,Marvelous Entertainment,E,Strategy
The Sims 3: World Adventures,PC,81,31,7.7,87,The Sims Studio,T,Simulation
Petz Wild Animals: Tigerz,DS,,,tbd,,Magic Pockets,E,Simulation
The Sims Bustin' Out,Xbox,81,26,8.1,17,Maxis,T,Miscellaneous
Petz: Dogz 2,PlayStation 2,,,tbd,,Ubisoft,E,Miscellaneous
Dogz,DS,,,7.8,9,MTO,E,Simulation
Catz,DS,,,5.2,17,Powerhead Games,E,Simulation
Purr Pals,DS,67,4,7.6,8,Brain Toys,E,Simulation
ZhuZhu Pets 2: Featuring The Wild Bunch,DS,,,tbd,,Activision,E,Action
Petz: Catz Clan,DS,,,tbd,,Digital Kids,E,Simulation
Viva Pinata: Pocket Paradise,DS,82,34,7.5,20,Rare Ltd.,E,Simulation
Dance Dance Revolution Ultramix,Xbox,82,24,8.0,11,Konami Computer Entertainment Hawaii,E,Miscellaneous
Petz: Nursery,DS,,,tbd,,Digital Kids,E,Simulation
The Sims 3: Pets,PC,79,18,6.1,76,The Sims Studio,T,Simulation
Seaman,Dreamcast,82,24,8.5,18,Vivarium,T,Strategy
We Cheer,Wii,56,12,7.3,13,"Machatin, Inc.",E10+,Action
The Sims 2: Open for Business,PC,78,29,8.7,42,Maxis,T,Simulation
SimAnimals,DS,70,10,8.2,6,Electronic Arts,E,Simulation
IL-2 Sturmovik: Birds of Prey,Xbox 360,80,43,8.1,22,Gaijin Entertainment,T,Simulation
Star Wars: Jedi Starfighter,PlayStation 2,81,22,7.9,9,LucasArts,T,Simulation
HomeTown Story,3DS,47,14,6.0,25,TOYBOX,E10+,Simulation
Dance Dance Revolution Universe 2,Xbox 360,65,10,7.4,5,Konami,E10+,Action
Story of Seasons: Trio of Towns,3DS,74,32,8.0,44,Marvelous Inc.,E10+,Strategy
Babysitting Mama,Wii,,,5.2,6,Cooking Mama Limited,E,Simulation
The Sims,GameCube,85,16,7.5,26,Edge of Reality,T,Miscellaneous
Secret Weapons Over Normandy,PlayStation 2,81,26,8.3,21,Totally Games,T,Simulation
Bratz: The Movie,PlayStation 2,,,4.4,7,Blitz Games,E,Miscellaneous
Euro Truck Simulator,PC,,,7.1,51,SCS Software,,Simulation
Jurassic World Evolution,PlayStation 4,68,21,7.1,110,Frontier Developments,T,Strategy
Microsoft Flight Simulator X,PC,80,28,7.3,136,Microsoft Game Studios,E,Simulation
The Sims 2: Pets,Wii,65,15,7.0,5,Maxis,T,Simulation
Viva Pinata: Trouble in Paradise,Xbox 360,82,64,8.1,70,Rare Ltd.,E,Simulation
Dance Dance Revolution: Mario Mix,GameCube,69,28,8.1,22,Hudson,E,Miscellaneous
Farming Simulator 19,PlayStation 4,64,12,5.0,77,Giants Software,E,Simulation
SimCity Creator,Wii,67,17,6.6,14,Electronic Arts,E,Strategy
The Sims 3: Ambitions,PC,74,25,7.1,57,EA Redwood Shores,T,Simulation
The Sims 3: Outdoor Living Stuff,PC,,,5.3,18,The Sims Studio,T,Simulation
Style Savvy: Styling Star,3DS,80,9,7.8,20,"Nintendo, syn Sophia",E,Simulation
Discovery Kids: Kitten Corner,DS,,,tbd,,"505 Games, Beast Studios",E,Simulation
Petz: Catz 2,Wii,,,6.5,10,"Ubisoft, Yuke's",E,Role-Playing
Dance Dance Revolution: Hottest Party 3,Wii,66,5,8.2,5,Konami,E10+,Action
Puppy Luv: Spa and Resort,DS,,,tbd,,Humagade,E,Simulation
Star Wars: Jedi Starfighter,Xbox,78,22,4.4,7,Secret Level,T,Simulation
Petz: Bunnyz,DS,,,tbd,,Digital Kids,E,Simulation
Mobile Suit Gundam: Zeonic Front,PlayStation 2,71,12,8.8,25,Sunrise Interactive,T,Simulation
Petz: Horsez 2,DS,,,tbd,,Virtual Toys,E,Simulation
The Sims,Xbox,84,17,6.8,20,Edge of Reality,T,Miscellaneous
Colony Wars,PlayStation,91,12,8.3,25,Psygnosis,E,Simulation
Horsez,DS,,,8.1,15,Virtual Toys,E,Simulation
Petz: Horsez 2,Wii,,,tbd,,Phoenix Games Studio,E,Simulation
Dance Dance Revolution Ultramix 2,Xbox,78,16,7.1,7,Konami Computer Entertainment Hawaii,E,Miscellaneous
Blazing Angels: Squadrons of WWII,Xbox 360,66,58,7.9,56,Ubisoft,T,Simulation
Star Wars Starfighter: Special Edition,Xbox,76,22,8.3,4,Secret Level,T,Simulation
Zone of the Enders: The 2nd Runner,PlayStation 2,82,33,8.7,96,KCEJ,M,Simulation
Fantastic Pets,Xbox 360,66,11,7.5,4,Blitz Games Studios,E,Action
Armored Core 2: Another Age,PlayStation 2,75,16,8.5,31,From Software,T,Simulation
Moshi Monsters: Moshlings Theme Park,DS,,,tbd,,Black Lantern Studios,E,Miscellaneous
Style Lab: Makeover,DS,,,tbd,,"Ubisoft, Ubisoft Sofia",E,Miscellaneous
Sid Meier's Civilization: Beyond Earth,PC,81,78,5.5,1076,Firaxis Games,E10+,Strategy
Spore Hero,Wii,61,23,7.1,39,Maxis,E10+,Action Adventure
The Urbz: Sims in the City,GameCube,73,19,8.4,16,Maxis,T,Miscellaneous
Armored Core V,PlayStation 3,65,26,7.3,55,From Software,T,Simulation
Harvest Moon: Save the Homeland,PlayStation 2,76,14,8.6,76,Victor Interactive Software,E,Strategy
Littlest Pet Shop,Wii,,,tbd,,Full Fat,E,Simulation
The Sims 2,Game Boy Advance,58,11,7.9,8,Maxis,E10+,Miscellaneous
Farming Simulator,Xbox 360,33,12,6.2,30,Giants Software,E,Simulation
Tropico 5,PlayStation 4,76,17,7.1,157,"Haemimont, Haemimont Games",T,Tycoon
Tamagotchi Connection: Corner Shop 3,DS,57,4,tbd,,NanaOn-Sha,E,Role-Playing
Petz Rescue: Wildlife Vet,DS,,,tbd,,"Lexis Numerique, Virtual Toys",E,Simulation
Paws & Claws: Pampered Pets,DS,,,tbd,,"THQ, exozet",E,Simulation
Imagine Party Babyz,Wii,,,7.4,29,Ubisoft,E,Simulation
Dance Dance Revolution Ultramix 3,Xbox,75,16,8.6,8,Konami,E10+,Miscellaneous
Puppy Palace,DS,,,tbd,,"Ubisoft, Infinity",E,Simulation
Petz: Catz 2,PlayStation 2,,,tbd,,Ubisoft,E,Miscellaneous
ZhuZhu Pets: Featuring The Wild Bunch,Wii,,,5.8,4,Activision,E,Action
Imagine Salon Stylist,DS,,,tbd,,Playbox Limited,E,Simulation
Dawn of Discovery,PC,82,32,8.8,152,"Blue Byte, Related Designs",T,Strategy
The Sims 2: Castaway,PlayStation 2,71,17,8.1,24,EA Redwood Shores,T,Miscellaneous
Build-A-Bear Workshop: A Friend Fur All Seasons,Wii,,,8.3,4,Neko Entertainment,E,Simulation
Monster Rancher 3,PlayStation 2,77,13,8.5,23,Tecmo,E,Strategy
MechAssault 2: Lone Wolf,Xbox,81,66,7.6,26,Day 1 Studios,T,Simulation
Kinectimals: Now with Bears!,Xbox 360,78,6,1.8,55,Frontier Developments,E,Simulation
Trauma Center: Under the Knife,DS,81,45,8.3,51,ITL,T,Action
The Sims 4: City Living,PC,78,13,5.8,73,Maxis,T,Simulation
The Sims 4: Get Together,PC,72,16,7.1,138,Maxis,T,Simulation
DanceDanceRevolution,Wii,,,tbd,,Konami,E,Action
Monster Rancher 4,PlayStation 2,77,21,8.5,25,Tecmo,E,Strategy
Trauma Center: Second Opinion,Wii,80,49,8.0,51,Atlus,T,Action
Thunderstrike: Operation Phoenix,PlayStation 2,65,15,8.2,6,Core Design Ltd.,T,Action
SimCity Creator,DS,69,16,7.2,9,Electronic Arts,E,Strategy
The Urbz: Sims in the City,Xbox,70,28,6.5,10,Maxis,T,Miscellaneous
The Sims 3: Town Life Stuff,PC,,,6.0,16,The Sims Studio,T,Simulation
My Baby Boy,DS,,,tbd,,Dancing Dots,E,Simulation
Imagine: Movie Star,DS,,,tbd,,"Ubisoft, Powerhead Games",E,Simulation
The Sims 2,GameCube,73,22,7.8,11,Maxis,T,Miscellaneous
Farming Simulator 17,Xbox One,65,9,7.0,7,Giants Software,E,Simulation
Discovery Kids: Puppy Playtime,DS,,,tbd,,505 Games,E,Simulation
Style Lab: Jewelry Design,DS,,,tbd,,"Ubisoft, 1st Playable Productions",E,Miscellaneous
Pony Friends 2,DS,,,tbd,,Tantalus,E,Simulation
My Baby: First Steps,DS,,,tbd,,Nobilis,E,Simulation
Harvest Moon: Back To Nature,PlayStation,82,6,8.9,94,Victor Interactive Software,E,Strategy
Dance Dance Revolution Universe,Xbox 360,74,26,8.0,6,Konami,E10+,Action
Sky Odyssey,PlayStation 2,79,18,8.7,11,CAProduction,E,Simulation
Farming Simulator 19,Xbox One,77,6,7.1,16,Giants Software,E,Simulation
Littlest Pet Shop: City Friends,DS,,,tbd,,Electronic Arts,E,Miscellaneous
SimAnimals,Wii,58,13,2.2,37,Electronic Arts,E,Simulation
Imagine: Family Doctor,DS,,,tbd,,Wizarbox,E,Simulation
Dance Dance Revolution Universe 3,Xbox 360,65,6,7.7,7,Konami,E,Action
The Sims 2: Pets,PlayStation 2,68,27,7.8,28,Maxis,T,Miscellaneous
MySims Party,DS,64,9,tbd,,EA Games,E,Simulation
Imagine: Makeup Artist,DS,,,tbd,,Ubisoft,E,Simulation
WWII Aces,Wii,41,7,5.4,18,Arcade Moon,T,Simulation
Harvest Moon: Magical Melody,Wii,69,14,8.6,18,Marvelous Entertainment,E,Strategy
Ace Combat: Joint Assault,PSP,71,30,7.4,17,Project Aces,T,Action
Imagine Fashion Designer World Tour,DS,,,tbd,,Virtual Toys,E,Simulation
John Deere: Harvest in the Heartland,DS,43,7,tbd,,Black Lantern Studios,E,Strategy
Trauma Center: New Blood,Wii,77,43,8.1,22,Atlus,T,Action
Heroes of the Pacific,PlayStation 2,76,31,8.4,15,IR Gurus,T,Simulation
Overcooked! 2,Switch,81,38,7.8,102,Ghost Town Games Ltd.,E,Action
The Sims 2,PC,90,61,8.7,957,Maxis,T,Simulation
Purr Pals,Wii,,,tbd,,Crave,E,Simulation
Baby Pals,DS,,,tbd,,Brain Toys,E,Action
Moshi Monsters: Moshlings Theme Park,3DS,,,tbd,,Black Lantern Studios,E,Miscellaneous
SimCity 4,PC,84,36,8.7,342,Maxis,E,Strategy
EyePet,PSP,57,19,tbd,,SCEE London Studio,E,Simulation
Wappy Dog,DS,,,tbd,,Sega Toys,E,Simulation
The Sims 2: Pets,GameCube,66,15,7.3,8,Maxis,T,Miscellaneous
Littlest Pet Shop: Beach Friends,DS,,,tbd,,Electronic Arts,E,Miscellaneous
Jurassic Park: Operation Genesis,PlayStation 2,75,13,8.6,28,Blue Tongue Entertainment,T,Strategy
America's Test Kitchen: Let's Get Cooking,DS,87,4,6.3,11,indieszero,E,Miscellaneous
Fish Tycoon,DS,46,9,7.0,6,"LDW, Big Fish Games",E,Strategy
Petz: Horsez 2,PlayStation 2,,,tbd,,Ubisoft,E,Miscellaneous
Star Trek: Invasion,PlayStation,76,12,7.6,7,Warthog,E,Simulation
Bratz: The Movie,Wii,,,5.0,6,Blitz Games,E,Simulation
Petz: Crazy Monkeyz,Wii,,,tbd,,Y's K,E,Simulation
Armored Core: Nexus,PlayStation 2,73,19,8.0,11,From Software,T,Simulation
Imagine Fashion Party,Wii,,,6.5,4,"Lexis Numerique, Virtual Toys",E,Simulation
Babysitting Mania,DS,,,tbd,,iWin,E,Simulation
Littlest Pet Shop: Friends,Wii,,,tbd,,Artech Studios,E,Miscellaneous
Jurassic World Evolution,Xbox One,76,17,6.8,60,Frontier Developments,T,Strategy
We Cheer 2,Wii,64,7,tbd,,"Machatin, Inc.",E10+,Action
Zoo Resort 3D,3DS,,,6.5,4,AQ Interactive,E,Action
Secret Weapons Over Normandy,Xbox,77,31,8.8,5,Totally Games,T,Simulation
Project Runway,Wii,,,tbd,,Tornado Studios,E,Simulation
Ace Combat: Assault Horizon Legacy,3DS,71,37,7.6,29,Project Aces,T,Action
Imagine: Ballet Star,DS,,,7.0,4,"Ubisoft, Spike",E,Simulation
Animal Paradise,DS,49,7,7.5,4,Empire Interactive,E,Simulation
Silent Hunter 5: Battle of the Atlantic,PC,62,26,3.6,110,Ubisoft Romania,T,Simulation
The Sims 2,Xbox,75,31,7.2,10,Maxis,T,Miscellaneous
Littlest Pet Shop: Country Friends,DS,,,tbd,,Electronic Arts,E,Miscellaneous
Armored Core 4,Xbox 360,65,31,7.4,35,From Software,T,Simulation
Catz,Game Boy Advance,,,7.9,8,MTO,E,Miscellaneous
Style Savvy: Fashion Forward,3DS,78,10,6.9,24,syn Sophia,E,Simulation
Harvest Moon: Magical Melody,GameCube,83,14,8.8,50,Marvelous,E,Strategy
Paws & Claws Pet Resort,DS,,,0.2,6,THQ,E,Simulation
Dance Dance Revolution: Disney Channel Edition,PlayStation 2,61,9,tbd,,Keen Games,E,Miscellaneous
Birds of Steel,PlayStation 3,73,27,8.0,22,Gaijin Entertainment,T,Simulation
Imagine Zookeeper,DS,,,tbd,,Magic Pockets,E,Miscellaneous
Hotel for Dogs,DS,,,tbd,,505 Games,E,Simulation
Rune Factory: Tides of Destiny,PlayStation 3,55,12,8.2,47,Neverland,E10+,Role-Playing
I Love Horses,DS,,,tbd,,Destineer,E,Simulation
Petz: Monkeyz House,DS,,,tbd,,"Ubisoft, Ubisoft Nagoya",E,Simulation
Discovery Kids: Dolphin Discovery,DS,,,tbd,,505 Games,E,Miscellaneous
Lethal Skies Elite Pilot: Team SW,PlayStation 2,59,16,tbd,,Bit Town,E,Simulation
Return to PoPoLoCrois: A Story of Seasons Fairytale,3DS,72,28,6.7,15,Marvelous Inc.,E10+,Strategy
Imagine Detective,DS,,,tbd,,Ubisoft Sao Paulo,E,Strategy
MySims Party,Wii,56,16,tbd,,EA Games,E,Simulation
Armored Core V,Xbox 360,68,37,7.1,39,From Software,T,Simulation
Over G Fighters,Xbox 360,49,36,6.2,53,Taito Corporation,T,Simulation
Petz Rescue: Wildlife Vet,Wii,,,tbd,,"Lexis Numerique, Virtual Toys",E,Simulation
Imagine Boutique Owner,DS,,,tbd,,Creative Patterns,E,Simulation
The Sims 4: Cats & Dogs,PC,80,9,5.1,69,Maxis,T,Simulation
Discovery Kids: Pony Paradise,DS,,,tbd,,Gimagin Games,E,Simulation
Wedding Dash,DS,,,tbd,,Zoo Games,E,Action
Mobile Suit Gundam: Crossfire,PlayStation 3,33,31,4.9,50,Bec,T,Simulation
Harvest Moon: More Friends of Mineral Town,Game Boy Advance,82,8,8.5,49,TOSE,E,Strategy
DarkStar One: Broken Alliance,Xbox 360,63,33,6.7,22,Gaming Minds Studios,T,Simulation
Apache: Air Assault,PlayStation 3,66,17,5.6,14,Gaijin Entertainment,T,Simulation
Treasure World,DS,68,14,tbd,,Aspyr,E,Simulation
Playboy: The Mansion,PlayStation 2,59,33,7.7,23,Cyberlore Studios,M,Strategy
Armored Core 4,PlayStation 3,65,36,6.8,33,From Software,T,Simulation
Iron Chef America: Supreme Cuisine,DS,,,tbd,,Black Lantern Studios,E10+,Action
Petz: Pony Beauty Pageant,DS,,,tbd,,HotGen,E,Simulation
Pet Zombies,3DS,,,tbd,,1st Playable Productions,T,Simulation
Dream Salon,DS,,,tbd,,"Zoo Games, CyberPlanet Interactive",E,Miscellaneous
Spore Hero Arena,DS,49,11,2.2,10,Full Fat,E,Action Adventure
Dawn of Discovery,Wii,81,24,8.4,24,Keen Games,E10+,Simulation
Elite: Dangerous,PlayStation 4,77,17,6.9,132,Frontier Developments,T,Simulation
IL-2 Sturmovik: Birds of Prey,PSP,,,3.9,8,SME Dynamic Systems Limited,T,Simulation
Air Conflicts: Secret Wars,PlayStation 3,51,8,tbd,,Games Farm,T,Simulation
DanceDanceRevolution,PlayStation 3,60,5,tbd,,Konami,E10+,Action
Magical ZhuZhu Princess: Carriages & Castles,DS,,,tbd,,"Activision, Black Lantern Studios",E,Action
Armored Core: For Answer,PlayStation 3,62,22,7.9,39,From Software,T,Simulation
Farmtopia,DS,,,tbd,,505 Games,E,Simulation
Camping Mama: Outdoor Adventures,DS,51,5,tbd,,Racjin,E,Action
Happy Cooking,DS,,,tbd,,"Ubisoft, MTO",E,Simulation
Imagine Babyz Fashion,DS,,,tbd,,"Ubisoft, Visual Impact",E,Miscellaneous
Go Play Lumberjacks,Wii,,,tbd,,Panic Button,E,Simulation
Dance Dance Revolution: Disney Grooves,Wii,,,6.0,4,Konami,E,Action
Harvest Moon: A Wonderful Life Special Edition,PlayStation 2,,,8.8,59,Marvelous,E,Strategy
Star Trek: Legacy,Xbox 360,64,41,5.7,45,Mad Doc Software,E10+,Simulation
AirForce Delta Storm,Xbox,61,21,7.0,8,KCE Studios,E,Simulation
Armored Core: Last Raven,PlayStation 2,59,16,8.2,22,From Software,T,Simulation
EyePet & Friends,PlayStation 3,65,12,4.7,9,SCEE London Studio,E,Simulation
Trauma Team,Wii,82,29,8.2,30,Atlus,T,Action
Iron Chef America: Supreme Cuisine,Wii,42,4,tbd,,Black Lantern Studios,E10+,Action
ZhuZhu Puppies,DS,,,tbd,,"Activision, Black Lantern Studios",E,Action
Naval Assault: The Killing Tide,Xbox 360,40,11,4.5,6,Artech Studios,T,Simulation
Disney Friends,DS,,,6.3,6,"Amaze Entertainment, Walt Disney Japan",E,Simulation
Harvest Moon: Light of Hope,Switch,62,5,4.2,31,"Natsume, Tabot",E,Strategy
Lethal Skies II,PlayStation 2,73,26,7.3,4,"Asmik Ace Entertainment, Inc",T,Simulation
Apache: Air Assault,Xbox 360,70,26,6.8,28,Gaijin Entertainment,T,Simulation
Zoo Hospital,Wii,61,4,6.8,4,Torus Games,E,Simulation
Heroes Over Europe,PlayStation 3,62,34,7.2,17,"Atari, Transmission Games, Atari SA",T,Simulation
Innocent Life: A Futuristic Harvest Moon,PSP,67,22,7.9,26,ArtePiazza,E,Strategy
Burger Island,DS,,,tbd,,"eGames, TechFront",E,Action
Overcooked! 2,PlayStation 4,81,37,8.1,101,Ghost Town Games Ltd.,E,Action
My Baby 3 & Friends,DS,,,tbd,,Nobilis,E,Simulation
Battlestar Galactica,PlayStation 2,66,22,6.8,6,Warthog,T,Simulation
Imagine Music Fest,DS,,,tbd,,Ubisoft,E,Action
Birds of Steel,Xbox 360,77,18,8.5,19,Gaijin Entertainment,T,Simulation
Scripps Spelling Bee,DS,,,tbd,,THQ,E,Miscellaneous
Farm Frenzy: Animal Country,DS,,,tbd,,City Interactive,E,Strategy
Top Gun: Combat Zones,GameCube,59,10,6.3,8,Titus Software,E,Simulation
Burger Island,Wii,,,tbd,,eGames,E,Action
Farming Simulator,PlayStation 3,40,17,2.9,9,Giants Software,E,Simulation
Petz: Dogz Talent Show,DS,,,tbd,,Ubisoft Nagoya,E,Simulation
The Sims 3 Seasons,PC,73,12,7.4,58,The Sims Studio,T,Simulation
Blazing Angels 2: Secret Missions of WWII,PlayStation 3,70,10,7.2,13,Ubisoft Romania,T,Simulation
Spintires: Mudrunner,Xbox One,72,10,6.2,22,Maximum Games,E,Simulation
Harvest Moon: Hero of Leaf Valley,PSP,74,6,8.6,19,Marvelous Entertainment,E,Strategy
Armored Core: For Answer,Xbox 360,64,22,7.9,40,From Software,T,Simulation
Imagine Fashion Designer,3DS,,,tbd,,Ubisoft Sofia,E,Simulation
Cake Mania 3,DS,,,tbd,,"Sandlot Games, Digital Embryo",E,Miscellaneous
Fast Food Panic,DS,,,tbd,,Dorasu,E,Strategy
Our House: Party!,Wii,,,7.3,4,BudCat,E,Strategy
Horse Life Adventures,Wii,,,tbd,,Neko Entertainment,E,Simulation
Blazing Angels 2: Secret Missions of WWII,Xbox 360,72,24,7.8,13,Ubisoft Romania,T,Simulation
Paws & Claws: Pet Vet 2,DS,,,tbd,,ValuSoft,E,Simulation
Imagine Fashion Stylist,DS,,,tbd,,Magic Pockets,E,Simulation
Heroes Over Europe,Xbox 360,62,39,8.1,9,Transmission Games,T,Simulation
Pet Pals: Animal Doctor,Wii,,,6.0,4,Legacy Interactive,E10+,Simulation
Tropico 5,PC,75,51,6.9,413,"Haemimont, Haemimont Games",T,Tycoon
Anno 1701: Dawn of Discovery,DS,78,14,7.6,24,Sunflowers Interactive,E,Simulation
Wild Earth: African Safari,Wii,60,7,7.2,5,Super X Studios,E,Simulation
Littlest Pet Shop: Spring,DS,,,tbd,,Electronic Arts,E,Simulation
Sally's Salon,DS,,,tbd,,Capcom,E,Simulation
Lovely Lisa and Friends,DS,,,tbd,,DreamFactory,E,Simulation
Heroes of the Pacific,Xbox,76,33,8.6,7,IR Gurus Interactive Ltd.,T,Simulation
My Baby First Steps,Wii,,,tbd,,Dancing Dots,E,Simulation
Steel Battalion: Heavy Armor,Xbox 360,38,58,2.5,94,From Software,M,Simulation
City Crisis,PlayStation 2,63,20,6.2,5,Syscom,E,Simulation
Farming Simulator 18,3DS,68,6,6.5,4,Giants Software,E,Simulation
Charm Girls Club My Fashion Mall,DS,,,tbd,,Electronic Arts,E,Role-Playing
Job Simulator,PlayStation 4,71,21,7.3,61,Owlchemy Labs,E10+,Action
Horse Life,DS,68,9,tbd,,Neko Entertainment,E,Simulation
Lovely Lisa,DS,,,tbd,,"DreamFactory, Takara Tomy",E,Simulation
My Farm Around the World,DS,,,tbd,,BIP Games,E,Strategy
The Sky Crawlers: Innocent Aces,Wii,74,42,8.2,15,Access Games,T,Action
Petz Fantasy: Moonlight Magic,DS,,,tbd,,"Ubisoft, Ubisoft Quebec",E,Simulation
Charm Girls Club My Perfect Prom,DS,,,tbd,,Griptonite Games,E,Action
Girl Time,DS,,,tbd,,THQ,E,Miscellaneous
JASF: Jane's Advanced Strike Fighters,PlayStation 3,41,7,4.1,9,Trickstar Games,T,Action
Pocket Pets,DS,,,,,Agatsuma Entertainment,E,Simulation
Let's Play Garden,DS,,,tbd,,Deep Silver,E,Simulation
AirForce Delta Strike,PlayStation 2,66,22,7.0,6,KCE Studios,T,Simulation
Paws & Claws Pet Vet: Australian Adventures,DS,,,tbd,,"THQ, Radon Labs",E,Simulation
Naval Ops: Warship Gunner,PlayStation 2,67,17,8.3,21,Micro Cabin,T,Simulation
Gungriffon Blaze,PlayStation 2,73,16,tbd,,Game Arts,T,Simulation
Dawn of Discovery,DS,82,11,7.3,8,Keen Games,E,Simulation
Animal Planet: Vet Life,DS,,,tbd,,Activision,E,Simulation
Football Manager 2019,PC,86,32,7.1,131,Sports Interactive,E,Sports
My Boyfriend,DS,,,9.5,19,Eidos Interactive,E10+,Simulation
Paws & Claws Pet Resort,Wii,,,tbd,,THQ,E,Simulation
Petz Fashion: Dogz & Catz,DS,,,tbd,,Powerhead Games,E,Simulation
Trauma Center: Under the Knife 2,DS,79,29,8.4,14,Vanguard,T,Action
SimCity 2000,Game Boy Advance,62,9,7.9,15,Full-Fat,E,Strategy
Dreamer Series: Top Model,DS,,,tbd,,,,
Slime Rancher,PlayStation 4,69,4,7.0,30,Monomi Park,E10+,Action
Stardew Valley,PlayStation 4,86,11,8.0,242,"Sickhead Games, LLC, Eric Barone, Sickhead Games",E10+,Role-Playing
Dropship: United Peace Force,PlayStation 2,78,17,8.6,10,SCEE,T,Simulation
Brooktown High,PSP,51,25,tbd,,Backbone Entertainment,T,Simulation
America's Next Top Model,DS,,,tbd,,Arts Software,E10+,Action
SimAnimals Africa,DS,,,tbd,,Electronic Arts,E,Simulation
Zone of the Enders: The 2nd Runner MARS,PlayStation 4,71,38,7.8,45,Cygames,T,Simulation
Help Wanted: 50 Wacky Jobs,Wii,65,12,7.2,6,Hudson Soft,E10+,Simulation
My Healthy Cooking Coach,DS,,,tbd,,Ubisoft,E,Miscellaneous
Star Trek: Shattered Universe,PlayStation 2,42,19,8.3,18,Starsphere Interactive,E,Simulation
Championship Pony,DS,,,tbd,,Coyote Console,E,Simulation
Petz: Hamsterz Superstarz,DS,,,tbd,,Ubisoft Nagoya,E,Simulation
