Name,Platform,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Genre
Metal Gear Solid HD Collection,Xbox 360,90,19,8.8,225,"Genki, Bluepoint Games",M,Miscellaneous
Mafia,PlayStation 2,65,30,8.3,102,Illusion Softworks,M,Action Adventure
Metal Gear Solid: Portable Ops Plus,PSP,65,19,7.5,33,Kojima Productions,T,Action Adventure
Mortal Kombat: Shaolin Monks,PlayStation 2,77,41,8.8,173,Midway Studios - Los Angeles,M,Action
Prince of Persia: The Forgotten Sands,PlayStation 3,75,49,7.4,159,Ubisoft Montreal,T,Action Adventure
The Lord of the Rings: The Return of the King,GameCube,84,23,8.2,31,Hypnos Entertainment,T,Action
Shark Tale,Game Boy Advance,63,8,7.8,5,Vicarious Visions,E,Action
Iron Man,PlayStation 3,42,27,6.1,48,Secret Level,T,Action
LEGO Harry Potter: Years 5-7,DS,69,4,6.5,4,Traveller's Tales,E10+,Action Adventure
Lollipop Chainsaw,PlayStation 3,67,37,7.2,224,Grasshopper Manufacture,M,Action
Diablo III: Eternal Collection,Switch,88,61,7.4,296,Blizzard Entertainment,M,Role-Playing
LEGO Marvel Super Heroes 2,Switch,76,10,7.2,71,TT Games,E10+,Action
Bakugan Battle Brawlers,Wii,62,12,8.0,21,Now Production,E,Action
Castlevania: Lords of Shadow,Xbox 360,83,70,7.9,283,Mercury Steam,M,Action Adventure
Finding Nemo,Xbox,63,11,7.4,5,Traveller's Tales,E,Action Adventure
One Piece: Pirate Warriors 2,PlayStation 3,71,35,7.8,74,Omega Force,T,Action
Fist of the North Star: Ken's Rage,PlayStation 3,60,30,7.0,34,"Koei, Omega Force",M,Action
Shrek: Hassle at the Castle,Game Boy Advance,71,7,7.4,7,TOSE,E,Action
Transformers: The Game,PSP,47,18,5.4,23,Savage Entertainment,E10+,Action Adventure
LEGO Dimensions,Wii U,62,5,6.4,35,Traveller's Tales,E10+,Action Adventure
Harry Potter and the Half-Blood Prince,PlayStation 2,,,5.3,38,EA Bright Light,E10+,Action Adventure
Batman: Return to Arkham,PlayStation 4,73,28,8.4,364,"Rocksteady Studios, Virtuos",T,Miscellaneous
Sengoku Basara: Samurai Heroes,PlayStation 3,61,37,8.1,39,Capcom,T,Action
Real Heroes: Firefighter,Wii,67,18,8.3,11,Epicenter Studios,E10+,Action
X2: Wolverine's Revenge,PlayStation 2,58,24,7.2,15,GenePool,T,Action Adventure
Dead Island: Riptide,PlayStation 3,62,25,6.0,154,Techland,M,Action
Onimusha: Dawn of Dreams,PlayStation 2,81,45,8.7,94,Capcom,M,Action Adventure
Crash of the Titans,PSP,,,7.1,41,SuperVillain Studios,E10+,Action
LEGO Star Wars II: The Original Trilogy,Xbox 360,81,50,8.0,58,Traveller's Tales,E10+,Action Adventure
Iron Man,PSP,44,7,6.4,17,Artificial Mind and Movement,T,Action
The Lord of the Rings: Conquest,Xbox 360,55,58,7.0,119,Pandemic Studios,T,Action Adventure
LEGO The Incredibles,Switch,65,14,7.1,23,"TT Games, TT Fusion",E10+,Action Adventure
LEGO Pirates of the Caribbean: The Video Game,3DS,71,16,7.1,24,Traveller's Tales,E10+,Action Adventure
Transformers: Revenge of the Fallen,Xbox 360,61,65,7.4,43,"Luxoflux, Inc.",T,Action
Ghostbusters: The Video Game,Xbox 360,79,53,8.5,153,Terminal Reality,T,Action
Metal Gear Solid 2: Substance,Xbox,87,28,8.4,46,KCEJ,M,Action Adventure
Warriors Orochi 3,PlayStation 3,70,17,7.9,39,Omega Force,T,Action
Disney Universe,PlayStation 3,70,29,7.1,15,"Eurocom Entertainment Software, Eurocom",E10+,Action Adventure
Viewtiful Joe,GameCube,93,52,8.3,141,Clover Studio,T,Action
Prince of Persia: The Forgotten Sands,Xbox 360,74,69,7.8,141,Ubisoft Montreal,T,Action Adventure
Harry Potter and the Half-Blood Prince,DS,48,9,4.8,8,EA Bright Light,E,Action Adventure
Samurai Warriors 2,PlayStation 2,58,26,8.7,23,Omega Force,T,Action
Tomb Raider: Chronicles,PlayStation,63,15,,,Core Design Ltd.,T,Action Adventure
Dragon Ball Z: Buu's Fury,Game Boy Advance,62,19,8.6,63,Webfoot Technologies,E,Role-Playing
James Cameron's Avatar: The Game,PSP,,,4.9,16,"Ubisoft, Ubisoft Montreal",T,Action
Spider-Man: Mysterio's Menace,Game Boy Advance,84,8,7.8,19,Vicarious Visions,E,Action
Ben 10: Alien Force,PSP,,,7.5,15,Monkey Bar Games,E10+,Action
Jaws Unleashed,PlayStation 2,52,29,7.5,47,Appaloosa Interactive,M,Action
Transformers: The Game,Xbox 360,52,50,5.5,42,Traveller's Tales,T,Action Adventure
Transformers: War for Cybertron,Xbox 360,76,69,8.4,236,High Moon Studios,T,Action
Assassin's Creed: Brotherhood,PC,88,24,8.3,1797,Ubisoft Montreal,M,Action Adventure
Iron Man,Wii,44,14,6.8,9,Artificial Mind and Movement,T,Action
Naruto: The Broken Bond,Xbox 360,80,34,8.0,59,Ubisoft Montreal,T,Action Adventure
Skylanders: Spyro's Adventure,3DS,82,8,5.1,77,Vicarious Visions,E10+,Action
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,PlayStation 2,,,7.0,7,Incinerator Games,E,Action
TMNT,Xbox 360,58,31,6.5,35,Ubisoft Montreal,E10+,Action
Lost: Via Domus,Xbox 360,55,50,6.3,66,Ubisoft Montreal,T,Action Adventure
Middle-earth: Shadow of Mordor,PlayStation 3,,,4.0,144,Behaviour Interactive,M,Fantasy
Phineas and Ferb: Across the 2nd Dimension,Wii,76,4,7.8,11,High Impact Games,E10+,Action
Terminator 3: Rise of the Machines,PlayStation 2,38,21,6.1,32,Black Ops Entertainment,T,Action Adventure
Defiance,Xbox 360,60,27,7.2,249,Trion Worlds,M,Role-Playing
Tom Clancy's HAWX,Xbox 360,73,64,7.1,54,Ubisoft Romania,T,Action
"Go, Diego, Go!: Great Dinosaur Rescue",Wii,,,tbd,,High Voltage Software,E,Action
Tenchu 2: Birth of the Stealth Assassins,PlayStation,77,14,8.8,65,Acquire,M,Action Adventure
Transformers: The Game,Wii,53,28,5.3,23,Traveller's Tales,T,Action Adventure
Tomb Raider: Anniversary,PSP,78,32,8.4,41,Crystal Dynamics,T,Action Adventure
Resident Evil: Revelations 2,PlayStation 4,75,30,7.7,513,Capcom,M,Horror
LEGO Marvel Super Heroes 2,Xbox One,74,18,7.6,27,TT Games,E10+,Action
LEGO Marvel Super Heroes: Universe in Peril,PlayStation Vita,,,5.5,24,TT Games,E10+,Action Adventure
Spyro Orange: The Cortex Conspiracy,Game Boy Advance,60,25,5.8,21,Vicarious Visions,E,Action
Ben 10: Alien Force,PlayStation 2,,,6.1,15,Monkey Bar Games,E10+,Action
Iron Man,Xbox 360,45,43,5.8,56,Secret Level,T,Action
Disney Universe,Xbox 360,66,31,5.8,17,"Eurocom Entertainment Software, Eurocom",E10+,Action Adventure
Dynasty Warriors 5: Xtreme Legends,PlayStation 2,57,22,8.3,31,Omega Force,T,Action
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,DS,,,5.9,8,Natsume,E,Action
LEGO Jurassic World,Wii U,71,5,7.6,21,TT Games,E10+,Action Adventure
True Crime: Streets of LA,GameCube,77,29,7.3,35,Exakt,M,Action Adventure
Tom Clancy's HAWX,PlayStation 3,74,35,7.8,48,Ubisoft Romania,T,Action
Manhunt 2,PlayStation 2,67,22,8.0,78,Rockstar London,M,Action Adventure
Assassin's Creed Unity,PC,70,10,4.8,2415,"Ubisoft, Ubisoft Montreal",M,Action Adventure
Batman Begins,PlayStation 2,64,41,7.7,104,Eurocom Entertainment Software,T,Action
Enslaved: Odyssey to the West,PlayStation 3,80,53,7.6,368,Ninja Theory,T,Action Adventure
No More Heroes,Wii,83,64,8.5,337,Grasshopper Manufacture,M,Action
Metal Gear Solid 3: Subsistence,PlayStation 2,94,53,9.1,691,Aspect,M,Action Adventure
Extermination,PlayStation 2,67,19,8.0,26,Deep Space,M,Action Adventure
Dynasty Warriors: Gundam 3,PlayStation 3,58,18,7.6,22,"Omega Force, Koei Tecmo Games",T,Action
Iron Man,PlayStation 2,47,8,5.6,23,Artificial Mind and Movement,T,Action
Enslaved: Odyssey to the West,Xbox 360,82,72,7.8,337,Ninja Theory,T,Action Adventure
Assassin's Creed II,PC,86,22,7.4,2461,Ubisoft Montreal,M,Action Adventure
Phineas and Ferb: Across the 2nd Dimension,DS,47,5,tbd,,Altron,E,Action
Manhunt 2,Wii,62,38,7.3,49,Rockstar Toronto,M,Action Adventure
The Incredible Hulk: Ultimate Destruction,PlayStation 2,83,41,8.6,52,Radical Entertainment,T,Action Adventure
LEGO The Incredibles,PlayStation 4,69,35,5.3,39,"TT Games, TT Fusion",E10+,Action Adventure
Disney G-Force,DS,,,7.8,6,Keen Games,E10+,Action
Peter Jackson's King Kong: The Official Game of the Movie,Xbox,82,43,7.9,14,Ubisoft Montpellier,T,Action Adventure
Burnout Revenge,Xbox,89,65,8.5,73,Criterion Games,E10+,Driving
The Lord of the Rings: The Fellowship of the Ring,Xbox,59,23,6.1,12,WXP,T,Action Adventure
How to Train Your Dragon,DS,60,8,8.5,4,Griptonite Games,E10+,Action
Harry Potter and the Half-Blood Prince,PSP,,,6.2,12,EA Bright Light,E,Action Adventure
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,47,5,5.6,20,Incinerator Games,E,Action
Oni,PlayStation 2,69,24,7.2,32,Rockstar Toronto,T,Action
The Lord of the Rings: The Two Towers,GameCube,82,13,8.4,31,Stormfront Studios,T,Action
The Warriors,PlayStation 2,84,52,8.5,104,Rockstar Toronto,M,Action
Silent Hill: Origins,PSP,78,40,7.5,202,"Climax Group, Climax Studios",M,Action Adventure
Metal Gear Solid 2: Substance,PlayStation 2,87,17,8.9,185,KCEJ,M,Action Adventure
Guinness World Records: The Videogame,DS,70,4,8.3,4,TT Fusion,E,Action
Tomb Raider: Legend,PlayStation 2,82,43,7.4,134,Crystal Dynamics,T,Action Adventure
Way of the Samurai 3,PlayStation 3,58,18,7.8,29,Acquire,M,Action Adventure
"Go, Diego, Go!: Safari Rescue",Wii,,,8.0,8,High Voltage Software,E,Action
Metal Gear Solid HD Collection,PlayStation 3,89,50,9.0,505,"Genki, Bluepoint Games",M,Miscellaneous
One Piece: Pirate Warriors 3,PlayStation 4,74,34,7.6,169,Omega Force,T,Action
Way of the Samurai,PlayStation 2,74,22,8.1,25,Acquire,M,Action Adventure
Lair,PlayStation 3,53,55,6.4,240,"Factor 5, SCE/WWS",T,Action
Iron Man,DS,56,10,6.2,6,Artificial Mind and Movement,E10+,Action
LEGO Batman 3: Beyond Gotham,3DS,,,7.0,11,TT Games,E10+,Action Adventure
Dynasty Warriors,PSP,62,26,7.2,25,"Koei, Omega Force",T,Action
Petz: Hamsterz Life 2,DS,,,tbd,,,,
Fire Emblem Warriors,Switch,74,72,7.8,372,Omega Force,T,Action
The Saboteur,Xbox 360,73,69,8.2,160,Pandemic Studios,M,Action Adventure
Bully: Scholarship Edition,Wii,83,34,8.2,70,Rockstar Toronto,T,Action Adventure
Attack on Titan,PlayStation 4,74,58,7.1,134,Omega Force,M,Action
Lost: Via Domus,PlayStation 3,54,30,6.4,34,Ubisoft Montreal,T,Action Adventure
The Mummy Returns,PlayStation 2,44,13,6.6,14,Blitz Games,T,Action Adventure
Transformers: War for Cybertron,PlayStation 3,77,45,8.1,137,High Moon Studios,T,Action
Hitman: Blood Money,PlayStation 2,83,36,8.6,147,Io Interactive,M,Action Adventure
Metal Gear Rising: Revengeance,Xbox 360,82,46,8.0,445,PlatinumGames,M,Action Adventure
Bakugan: Defenders of the Core,DS,,,5.9,7,Now Production,E10+,Action
Shrek SuperSlam,PlayStation 2,67,21,6.5,46,Shaba Games,E10+,Action
Super Monkey Ball 3D,3DS,55,57,5.5,42,Sega,E,Action
Spider-Man 2,DS,61,46,5.1,7,Vicarious Visions,E,Action
Tomb Raider: Anniversary,PlayStation 2,,,8.6,57,Crystal Dynamics,T,Action Adventure
Fantastic 4,PlayStation 2,64,42,7.1,25,7 Studios,T,Action
Steel Diver,3DS,58,55,6.3,32,"Nintendo, Vitei",E10+,Action
Dynasty Warriors: Gundam 2,PlayStation 3,54,22,7.0,29,Omega Force,T,Action
Ace Combat: Assault Horizon,Xbox 360,78,71,6.2,92,Project Aces,T,Action
The Matrix: Path of Neo,PlayStation 2,69,42,7.8,58,Shiny Entertainment,T,Action Adventure
Power Rangers Dino Thunder,Game Boy Advance,49,5,,,Natsume,E,Action Adventure
Transformers: Revenge of the Fallen,PlayStation 2,,,6.5,11,Krome Studios,T,Adventure
Hyrule Warriors Legends,3DS,70,58,7.5,115,Omega Force,T,Action
Shrek the Third,PlayStation 2,56,18,5.1,21,Amaze Entertainment,E10+,Action
Madagascar: Operation Penguin,Game Boy Advance,,,5.6,5,Vicarious Visions,E,Action
LEGO Marvel's Avengers,Xbox One,71,18,6.0,30,TT Games,E10+,Action Adventure
Lollipop Chainsaw,Xbox 360,70,64,7.0,281,Grasshopper Manufacture,M,General
Transformers: Revenge of the Fallen,Wii,53,17,4.0,16,Krome Studios,T,Action
A Way Out,PlayStation 4,78,62,7.9,869,Hazelight,M,Action Adventure
The Saboteur,PlayStation 3,72,54,8.0,149,Pandemic Studios,M,Action Adventure
Crash of the Titans,DS,73,8,6.9,28,Amaze Entertainment,E,Action
Friday the 13th: The Game,PlayStation 4,61,16,6.4,265,"IllFonic, Gun Media",M,Action Adventure
Thief,Xbox One,69,21,6.1,296,Eidos Montreal,M,Fantasy
"Go, Diego, Go!: Great Dinosaur Rescue",DS,,,tbd,,Black Lantern Studios,E,Action
Dynasty Warriors: Gundam,PlayStation 3,60,29,7.1,18,"Koei, Omega Force",T,Action
James Bond 007: Blood Stone,Xbox 360,62,66,7.3,76,Bizarre Creations,T,Driving
FlingSmash,Wii,48,26,7.6,22,Artoon,E,Action
Deadpool,PlayStation 4,60,11,6.3,126,"High Moon Studios, Iron Galaxy Studios",M,Action
Hamsterz Life,DS,,,8.0,15,Digital Kids,E,Simulation
Spider-Man: Friend or Foe,DS,55,12,tbd,,Artificial Mind and Movement,E10+,Action
Deadpool,PlayStation 3,61,27,7.2,239,High Moon Studios,M,Fighting
Kong: The 8th Wonder of the World,Game Boy Advance,59,8,8.2,5,Ubisoft,E10+,Action Adventure
Rygar: The Legendary Adventure,PlayStation 2,83,30,8.1,22,Tecmo,T,Action Adventure
Tomb Raider: Legend,PSP,67,28,7.9,39,Buzz Monkey,T,Action Adventure
Nickelodeon Team Umizoomi,DS,,,8.0,7,Black Lantern Studios,EC,Miscellaneous
Brothers in Arms: Earned in Blood,PlayStation 2,71,20,8.0,31,Gearbox Software,M,Action
The Mark of Kri,PlayStation 2,80,37,7.6,37,SCEA,M,Action
Mass Effect Trilogy,PlayStation 3,,,8.2,84,BioWare,M,Role-Playing
Hyrule Warriors: Definitive Edition,Switch,78,59,8.0,217,Koei Tecmo Games,T,Action
Enter the Matrix,GameCube,63,23,8.2,52,Shiny Entertainment,T,Action Adventure
Scooby-Doo! and the Spooky Swamp,Wii,76,5,9.1,23,Torus Games,E10+,Action Adventure
The Powerpuff Girls: Relish Rampage,PlayStation 2,46,5,6.8,5,VIS Entertainment,E,Action Adventure
Dynasty Warriors: Strikeforce,PSP,65,28,6.7,13,Omega Force,T,Action
LEGO Batman 3: Beyond Gotham,Wii U,,,7.0,21,TT Games,E10+,Action Adventure
Crash of the Titans,Wii,69,16,6.3,37,Radical Entertainment,E10+,Action
Pirates of the Caribbean: At World's End,Wii,53,17,7.1,18,"Eurocom Entertainment Software, Eurocom",T,Action Adventure
Samurai Warriors: Xtreme Legends,PlayStation 2,72,17,8.7,15,Omega Force,T,Action
DmC: Devil May Cry,Xbox 360,86,65,5.4,1500,Ninja Theory,M,Action
Silent Hill: Homecoming,Xbox 360,70,54,6.9,211,Double Helix Games,M,Action Adventure
Teenage Mutant Ninja Turtles 2: Battle Nexus,PlayStation 2,47,25,6.8,28,KCE Studios,T,Action
Ninja Gaiden 3,PlayStation 3,58,43,5.1,162,Team Ninja,M,Action
Van Helsing,PlayStation 2,64,41,8.0,25,Saffire,T,Action
Transformers: Fall of Cybertron,Xbox 360,79,52,8.4,185,High Moon Studios,T,General
Deadpool,Xbox 360,62,49,7.4,384,High Moon Studios,M,Fighting
Spawn: Armageddon,PlayStation 2,56,33,7.1,28,Point of View,M,Action Adventure
LEGO Batman 3: Beyond Gotham,Xbox One,74,25,7.1,49,TT Games,E10+,Action Adventure
Sleeping Dogs: Definitive Edition,PlayStation 4,77,34,7.4,441,United Front Games,M,Action Adventure
50 Cent: Bulletproof,Xbox,50,14,5.6,26,Genuine Games,M,Action Adventure
Lego Star Wars II: The Original Trilogy,Xbox,85,27,8.5,22,Traveller's Tales,E10+,Action Adventure
Viking: Battle for Asgard,Xbox 360,68,67,8.1,96,Creative Assembly,M,Action
Metal Gear Solid HD Collection,PlayStation Vita,81,36,8.5,268,Armature Studio,M,Miscellaneous
Disney G-Force,Wii,69,6,8.7,9,"Eurocom Entertainment Software, Eurocom",E10+,Action
Ben 10 Alien Force: Vilgax Attacks,Wii,65,5,4.6,7,"Papaya Studios, Papaya Studio",E10+,Action
Samurai Warriors 3,Wii,55,26,7.5,26,Omega Force,T,Action
Spider-Man: Shattered Dimensions,PlayStation 3,74,57,7.7,139,Beenox,T,Action
Robert Ludlum's The Bourne Conspiracy,Xbox 360,71,72,7.3,70,High Moon Studios,T,Action
Battlebots: Design & Destroy,Game Boy Advance,,,7.7,6,Cave Barn,E,Action
Star Wars The Clone Wars: Republic Heroes,PlayStation 3,43,22,5.3,18,"LucasArts, Krome Studios",T,Action Adventure
Naughty Bear,PlayStation 3,43,31,5.8,59,Artificial Mind and Movement,T,Action
Primal,PlayStation 2,73,36,8.5,70,SCEE,M,Action Adventure
Nicktoons Unite!,Game Boy Advance,,,5.6,8,THQ,E,Action Adventure
Barbie: Groom and Glam Pups,DS,,,tbd,,Game Machine Studios,E,Action
Ghostbusters: The Video Game,PlayStation 2,64,9,8.3,11,War Drum Studios,E10+,Action
Asura's Wrath,PlayStation 3,71,39,7.5,220,CyberConnect2,T,Action Adventure
Def Jam: Icon,PlayStation 3,68,38,4.1,48,EA Chicago,M,Action
Bakugan Battle Brawlers,PlayStation 2,,,6.8,13,Now Production,E,Action
LEGO Marvel's Avengers,PlayStation 3,,,7.1,14,TT Games,E10+,Action Adventure
Ben 10: Alien Force Vilgax Attacks,PSP,,,6.7,6,"Papaya Studios, Papaya Studio",E10+,Action
Naruto: Ninja Council 3,DS,56,23,6.5,14,Aspect,E10+,Action
Hello Neighbor,Xbox One,42,13,4.7,78,tinyBuild,E10+,Action
Pirates of the Caribbean: At World's End,PSP,61,5,7.0,11,"Eurocom Entertainment Software, Eurocom",T,Action Adventure
Saints Row IV: Re-Elected,PlayStation 4,75,25,7.3,167,Volition Inc.,M,Action Adventure
Ben 10 Alien Force: Vilgax Attacks,DS,,,tbd,,"1st Playable Productions, D3Publisher",E,Action
TRON: Evolution,PlayStation 3,58,47,6.3,31,Propaganda Games,T,Action
Superman: Shadow of Apokolips,PlayStation 2,64,22,6.4,7,Atari,E,Action Adventure
Star Wars Trilogy: Apprentice of the Force,Game Boy Advance,60,21,6.5,6,Ubisoft,E,Action Adventure
How to Train Your Dragon,Wii,59,11,7.0,4,Etranges Libellules,E10+,Action
Dishonored: Definitive Edition,PlayStation 4,80,32,7.7,355,Arkane Studios,M,Action Adventure
Castlevania: Curse of Darkness,PlayStation 2,70,30,8.2,83,Konami,M,Action Adventure
Pirates of the Caribbean: At World's End,PlayStation 2,54,10,7.5,17,Eurocom Entertainment Software,T,Action Adventure
The Suffering,PlayStation 2,77,47,8.7,60,Surreal Software,M,Action Adventure
Tomb Raider: The Last Revelation,PC,,,8.6,89,Core Design Ltd.,T,Action Adventure
Crash of the Titans,PlayStation 2,70,12,6.8,127,Radical Entertainment,E10+,Action
Tom Clancy's HAWX 2,PlayStation 3,70,30,6.5,22,Ubisoft,T,Action
Star Wars The Clone Wars: Republic Heroes,PSP,,,5.3,6,"LucasArts, Krome Studios",T,Action Adventure
300: March to Glory,PSP,55,31,6.7,21,Collision Studios,M,Action
X-Men: The Official Game,PlayStation 2,52,44,7.2,22,"Z-Axis, Ltd.",T,Action
The Terminator: Dawn of Fate,PlayStation 2,58,17,5.8,18,Paradigm Entertainment,T,Action Adventure
Transformers: Revenge of the Fallen,PSP,37,6,4.1,16,Savage Entertainment,E10+,Action
Mass Effect Trilogy,Xbox 360,,,8.0,40,BioWare,M,Role-Playing
Mortal Kombat: Deadly Alliance,GameCube,81,20,8.6,43,Midway,M,Action
From Russia With Love,PlayStation 2,69,29,7.6,51,EA Redwood Shores,T,Action Adventure
Naughty Bear,Xbox 360,43,51,5.6,72,Artificial Mind and Movement,T,Action
Minority Report: Everybody Runs,PlayStation 2,50,26,5.3,16,Treyarch,T,Action
Spider-Man: Web of Shadows,Xbox 360,68,57,8.6,113,"Treyarch, Shaba Games",T,Action
Beowulf: The Game,Xbox 360,51,23,4.7,32,Ubisoft Shanghai,M,Action Adventure
The Incredibles: Rise of the Underminer,Game Boy Advance,,,tbd,,Helixe,E,Action
Power Rangers Dino Thunder,GameCube,49,6,7.3,4,Pacific Coast Power & Light,E,Action Adventure
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS,73,8,7.7,14,Konami,E,Strategy
James Cameron's Avatar: The Game,DS,,,2.9,8,"Ubisoft, Ubisoft Montreal",E10+,Action
Transformers: Fall of Cybertron,PlayStation 3,77,32,8.2,103,High Moon Studios,T,Action
Rampage: Total Destruction,GameCube,57,24,6.7,11,"Pipeworks Software, Inc.",E10+,Action
Nicktoons: Freeze Frame Frenzy,Game Boy Advance,53,4,tbd,,Altron,E,Action Adventure
Transformers: The Game,PlayStation 3,54,30,5.8,23,Traveller's Tales,T,Action Adventure
Ghostbusters: The Video Game,DS,55,17,6.1,8,Zen Studios,E,Action
Star Wars The Clone Wars: Republic Heroes,DS,,,5.0,10,LucasArts,E10+,Action Adventure
No More Heroes 2: Desperate Struggle,Wii,84,68,8.8,247,Grasshopper Manufacture,M,Action
Planet 51,DS,,,tbd,,Firebrand Games,E,Action
Tomb Raider: Anniversary,Xbox 360,77,33,8.5,56,Crystal Dynamics,T,Action Adventure
Fantastic Four: Rise of the Silver Surfer,PlayStation 2,36,7,6.3,19,7 Studios,T,Action
Ultimate Spider-Man,Xbox,77,53,8.0,27,Treyarch,T,Action
Disney's Brother Bear,Game Boy Advance,,,tbd,,Vicarious Visions,E,Action
Super Monkey Ball: Step & Roll,Wii,59,36,6.8,16,Sega,E,Action
LEGO Marvel's Avengers,Xbox 360,,,6.9,10,TT Games,E10+,Action Adventure
Iron Man 2,PlayStation 3,41,28,5.3,42,Sega Studios San Francisco,T,Action
Batman: Arkham VR,PlayStation 4,74,62,7.2,181,Rocksteady Studios,M,Action
Star Wars The Clone Wars: Republic Heroes,Xbox 360,43,37,6.2,24,Krome Studios,T,Action Adventure
Blood Omen 2,PlayStation 2,67,18,8.2,29,Crystal Dynamics,M,Action Adventure
Cabela's Dangerous Hunts 2,PlayStation 2,,,5.9,15,Sand Grain Studios,T,Sports
The Evil Within 2,Xbox One,82,24,9.0,745,Tango Gameworks,M,Action Adventure
Robert Ludlum's The Bourne Conspiracy,PlayStation 3,70,47,7.5,52,High Moon Studios,T,Action
Hitman: Blood Money,Xbox 360,82,53,8.6,130,Io Interactive,M,Action Adventure
Silent Hill: Homecoming,PlayStation 3,71,41,6.6,229,Double Helix Games,M,Action Adventure
Zone of the Enders HD Collection,PlayStation 3,73,27,7.8,61,High Voltage Software,M,Miscellaneous
LEGO Star Wars III: The Clone Wars,PSP,63,4,6.0,4,Traveller's Tales,E10+,Action Adventure
Metal Gear Solid HD Collection,Xbox 360,90,19,8.8,225,"Genki, Bluepoint Games",M,Miscellaneous
Viking: Battle for Asgard,PlayStation 3,65,38,7.3,39,Creative Assembly,M,Action
Looney Tunes: Acme Arsenal,PlayStation 2,38,10,5.2,12,Red Tribe,E10+,Action Adventure
