Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
NBA Live 07,Xbox 360,2006.0,Sports,EA Sports  ,0.43,0.0,0.0,0.04,0.47,59.0,32.0,5.0,60.0,EA Sports,E
2010 FIFA World Cup South Africa,PSP,2010.0,Sports,EA Sports  ,0.09,0.23,0.03,0.12,0.47,69.0,11.0,7.2,11.0,Electronic Arts,E
NBA Ballers: Phenom,PlayStation 2,2006.0,Sports,Midway Games  ,0.23,0.18,0.0,0.06,0.47,69.0,19.0,8.6,9.0,Midway,E
Madden NFL 17,Xbox 360,2016.0,Sports,EA Sports  ,0.37,0.05,0.0,0.05,0.47,,,1.4,12.0,EA Sports,E
Tiger Woods PGA Tour 07,Wii,2007.0,Sports,EA Sports  ,0.43,0.0,0.0,0.04,0.47,71.0,41.0,6.9,44.0,EA Redwood Shores,E
FIFA Soccer 13,PlayStation Vita,2012.0,Sports,EA Sports  ,0.0,0.32,0.05,0.1,0.46,57.0,9.0,4.1,91.0,Electronic Arts,E
Mat Hoffman's Pro BMX 2,PlayStation 2,2002.0,Sports,Activision  ,0.23,0.18,0.0,0.06,0.46,76.0,22.0,7.9,9.0,Rainbow Studios,T
FIFA Soccer 12,PC,2011.0,Sports,EA Sports  ,0.04,0.33,0.0,0.09,0.46,89.0,14.0,7.1,331.0,Electronic Arts,E
WWE 2K16,Xbox 360,2015.0,Action,Take-Two Interactive  ,0.29,0.13,0.0,0.04,0.46,,,5.6,34.0,Yuke's,T
Razor Freestyle Scooter,PlayStation,2000.0,Action,Crave Entertainment  ,0.26,0.17,0.0,0.03,0.46,65.0,11.0,,,Shaba Games,E
Mario Sports Superstars,3DS,2017.0,Sports,Nintendo  ,0.18,0.12,0.13,0.03,0.46,62.0,44.0,7.5,42.0,"Nintendo, Camelot Software Planning",E
Top Spin,Xbox,2003.0,Sports,Microsoft Game Studios  ,0.36,0.08,0.0,0.02,0.46,89.0,44.0,7.9,37.0,Pam Development,E
NFL Head Coach,PlayStation 2,2006.0,Sports,EA Sports  ,0.38,0.01,0.0,0.06,0.45,66.0,22.0,6.9,15.0,EA Tiburon,E
NHL 15,Xbox 360,2014.0,Sports,EA Sports  ,0.35,0.05,0.0,0.05,0.45,,,3.0,51.0,EA Sports,E10+
NHL 2005,PlayStation 2,2004.0,Sports,EA Sports  ,0.22,0.17,0.0,0.06,0.45,75.0,21.0,8.2,25.0,EA Sports,E
Major League Baseball 2K11,Xbox 360,2011.0,Sports,2K Sports  ,0.4,0.03,0.0,0.03,0.45,69.0,27.0,7.1,24.0,Visual Concepts,E
Brunswick Pro Bowling,Xbox 360,2010.0,Sports,Crave Entertainment  ,0.38,0.04,0.0,0.03,0.45,44.0,4.0,,,"Farsight Studios, Crave",E
NBA Live 2005,GameCube,2004.0,Sports,EA Sports  ,0.35,0.09,0.0,0.01,0.45,83.0,17.0,7.1,9.0,EA Canada,E
NBA Live 10,Xbox 360,2009.0,Sports,EA Sports  ,0.4,0.02,0.0,0.03,0.45,80.0,40.0,7.7,40.0,EA Canada,E
Virtua Tennis 4,PlayStation 3,2011.0,Sports,Sega  ,0.09,0.24,0.03,0.08,0.45,69.0,49.0,6.6,32.0,Sega,E
Celebrity Sports Showdown,Wii,2008.0,Sports,Electronic Arts  ,0.18,0.22,0.0,0.05,0.45,50.0,12.0,5.0,20.0,EA Canada,E
Mario Golf: Advance Tour,Game Boy Advance,2004.0,Sports,Nintendo  ,0.32,0.12,0.0,0.01,0.45,84.0,38.0,8.8,18.0,Camelot Software Planning,E
Major League Baseball 2K6,PlayStation 2,2006.0,Sports,2K Sports  ,0.37,0.01,0.0,0.06,0.44,70.0,19.0,5.2,27.0,Kush Games,E
World Soccer Winning Eleven 9,Xbox,2006.0,Sports,Konami  ,0.06,0.33,0.02,0.03,0.44,89.0,19.0,7.1,10.0,KCET,E
Tiger Woods PGA Tour 2003,Xbox,2002.0,Sports,EA Sports  ,0.35,0.08,0.0,0.01,0.44,88.0,14.0,6.9,11.0,EA Sports,E
Tony Hawk's Proving Ground,PlayStation 3,2007.0,Sports,Activision  ,0.36,0.05,0.0,0.04,0.44,73.0,36.0,6.2,23.0,Neversoft Entertainment,T
EA Sports UFC 3,Xbox One,2018.0,Sports,EA Sports  ,0.3,0.1,0.0,0.04,0.44,77.0,17.0,5.0,66.0,EA Sports,T
Pro Evolution Soccer 2016,PlayStation 3,2015.0,Sports,Konami Digital Entertainment  ,0.11,0.12,0.16,0.05,0.44,,,6.7,46.0,Konami,E
Madden NFL 12,Wii,2011.0,Sports,EA Sports  ,0.41,0.0,0.0,0.03,0.44,,,6.8,6.0,EA Tiburon,E
2014 FIFA World Cup Brazil,Xbox 360,2014.0,Sports,EA Sports  ,0.15,0.25,0.0,0.03,0.44,74.0,29.0,4.7,99.0,EA Canada,E
NFL Blitz 20-03,PlayStation 2,2002.0,Sports,Midway Games  ,0.21,0.17,0.0,0.06,0.44,73.0,15.0,8.8,6.0,Point of View,E
Remington Great American Bird Hunt,Wii,2009.0,Sports,Mastiff  ,0.41,0.0,0.0,0.03,0.44,,,,,Kouyousha,T
SSX Tricky,Xbox,2001.0,Sports,EA Sports BIG   ,0.32,0.09,0.0,0.02,0.43,88.0,22.0,8.3,15.0,EA Sports Big,E
NCAA Football 2004,Xbox,2003.0,Sports,EA Sports  ,0.4,0.02,0.0,0.02,0.43,88.0,13.0,7.9,21.0,EA Sports,E
MLB 2002,PlayStation,2001.0,Sports,Sony Computer Entertainment  ,0.24,0.16,0.0,0.03,0.43,76.0,5.0,7.3,11.0,989 Sports,E
NBA 2K13,Wii,2012.0,Sports,2K Sports  ,0.36,0.03,0.0,0.04,0.43,,,6.8,11.0,Virtuos,E
Deer Drive,DS,2010.0,Action,Mastiff  ,0.4,0.0,0.0,0.03,0.43,,,,,Mastiff,T
EyeToy: AntiGrav,PlayStation 2,2004.0,Sports,Sony Computer Entertainment  ,0.36,0.01,0.0,0.06,0.43,71.0,38.0,7.4,7.0,Harmonix Music Systems,E
NBA 2K18,Switch,2017.0,Sports,2K Sports  ,0.3,0.06,0.03,0.04,0.43,74.0,15.0,4.3,175.0,Visual Concepts,E10+
NHL 19,PlayStation 4,2018.0,Sports,EA Sports  ,0.26,0.09,0.0,0.08,0.43,80.0,29.0,5.2,117.0,EA Sports,E10+
Madden NFL 2003,GameCube,2002.0,Sports,EA Sports  ,0.33,0.09,0.0,0.01,0.43,92.0,13.0,7.6,19.0,EA Sports,E
NBA Street,GameCube,2002.0,Sports,EA Sports BIG   ,0.33,0.09,0.0,0.01,0.42,88.0,15.0,6.0,5.0,EA Sports,E
NHL 2K6,PlayStation 2,2005.0,Sports,2K Sports  ,0.21,0.16,0.0,0.05,0.42,81.0,28.0,5.8,18.0,2K Sports,E10+
2010 FIFA World Cup South Africa,Wii,2010.0,Sports,EA Sports  ,0.23,0.15,0.01,0.04,0.42,70.0,19.0,7.2,13.0,Electronic Arts,E
Tony Hawk's American Wasteland,GameCube,2005.0,Sports,Activision  ,0.33,0.08,0.0,0.01,0.42,76.0,26.0,7.5,18.0,Neversoft Entertainment,T
All-Star Baseball 2004,PlayStation 2,2003.0,Sports,Acclaim Entertainment  ,0.21,0.16,0.0,0.05,0.42,78.0,19.0,7.5,11.0,Acclaim Studios Austin,E
NBA 2K11,PSP,2010.0,Sports,2K Sports  ,0.39,0.0,0.0,0.03,0.42,,,6.4,5.0,Visual Concepts,E
ESPN NHL 2K5,Xbox,2004.0,Sports,Sega  ,0.32,0.09,0.0,0.02,0.42,88.0,32.0,7.9,15.0,Kush Games,E
NHL 15,Xbox One,2014.0,Sports,EA Sports  ,0.32,0.06,0.0,0.04,0.42,59.0,22.0,3.2,181.0,EA Sports,E10+
FIFA 14,Wii,2013.0,Sports,EA Sports  ,0.0,0.4,0.0,0.02,0.42,,,4.4,20.0,EA Canada,E
NBA Live 06,PSP,2005.0,Sports,EA Sports  ,0.39,0.0,0.0,0.03,0.42,80.0,18.0,7.7,14.0,EA Canada,E
MLB 08: The Show,PlayStation 2,2008.0,Sports,Sony Computer Entertainment  ,0.35,0.01,0.0,0.06,0.42,84.0,12.0,7.3,7.0,SCEA San Diego Studios,E
Cabela's Legendary Adventures,PlayStation 2,2008.0,Sports,Activision  ,0.21,0.16,0.0,0.05,0.42,,,,,Sand Grain Studios,T
NHL Slapshot,Wii,2010.0,Sports,EA Sports  ,0.39,0.0,0.0,0.03,0.42,76.0,25.0,8.5,11.0,EA Sports,E
NFL GameDay 2004,PlayStation 2,2003.0,Sports,Sony Computer Entertainment  ,0.2,0.16,0.0,0.05,0.41,65.0,25.0,8.7,6.0,989 Sports,E
Pro Evolution Soccer 2011,PlayStation 2,2010.0,Sports,Konami  ,0.04,0.21,0.05,0.11,0.41,,,7.2,13.0,Konami,E
Football Manager Handheld 2011,PSP,2010.0,Sports,Sega  ,0.0,0.28,0.0,0.14,0.41,77.0,5.0,7.6,8.0,Sports Interactive,E
MLB 10: The Show,PlayStation 2,2010.0,Sports,Sony Computer Entertainment  ,0.2,0.16,0.0,0.05,0.41,,,,,SCEA,E
Cool Boarders 2001,PlayStation,2000.0,Sports,Sony Computer Entertainment  ,0.23,0.16,0.0,0.03,0.41,56.0,10.0,3.3,4.0,Idol Minds,E
Top Spin 4,Xbox 360,2011.0,Sports,2K Sports  ,0.15,0.22,0.0,0.04,0.41,84.0,54.0,8.3,83.0,2K Czech,E
Madden NFL Football,3DS,2011.0,Sports,EA Sports  ,0.37,0.01,0.0,0.03,0.41,49.0,18.0,5.3,16.0,EA Tiburon,E
NBA 2K11,PlayStation 2,2010.0,Sports,2K Sports  ,0.34,0.01,0.0,0.06,0.41,,,,,Visual Concepts,E
NBA 2K9,PlayStation 2,2008.0,Sports,2K Sports  ,0.34,0.01,0.0,0.06,0.41,,,8.0,4.0,Visual Concepts,E
NBA Jam,Wii,2010.0,Sports,EA Sports  ,0.36,0.02,0.0,0.02,0.41,79.0,43.0,8.5,24.0,EA Canada,E
NFL GameDay 2002,PlayStation,2001.0,Sports,Sony Computer Entertainment  ,0.23,0.15,0.0,0.03,0.4,62.0,10.0,7.1,7.0,989 Sports,E
Cabela's Big Game Hunter 2010,PlayStation 3,2009.0,Sports,Activision  ,0.37,0.0,0.0,0.03,0.4,,,5.0,9.0,Activision,T
NBA Jam,PlayStation 3,2010.0,Sports,EA Sports  ,0.22,0.12,0.0,0.06,0.4,71.0,33.0,5.9,15.0,EA Canada,E
NBA 2K10,PlayStation 2,2009.0,Sports,2K Sports  ,0.33,0.01,0.0,0.05,0.4,,,8.6,11.0,Visual Concepts,E
NFL GameDay 2003,PlayStation 2,2002.0,Sports,Sony Computer Entertainment  ,0.2,0.15,0.0,0.05,0.4,60.0,23.0,,,989 Sports,E
Rapala Pro Bass Fishing 2010,Xbox 360,2010.0,Sports,Activision  ,0.32,0.05,0.0,0.03,0.4,,,,,FUN Labs,E
Harry Potter: Quidditch World Cup,GameCube,2003.0,Sports,Electronic Arts  ,0.31,0.08,0.0,0.01,0.4,68.0,16.0,8.1,13.0,Electronic Arts,E
MLB 15: The Show,PlayStation 3,2015.0,Traditional,Sony Computer Entertainment America  ,0.32,0.01,0.0,0.08,0.4,,,7.0,7.0,SCEA San Diego Studios,E
MLB 2006,PlayStation 2,2005.0,Sports,Sony Computer Entertainment  ,0.33,0.01,0.0,0.05,0.4,81.0,32.0,8.6,22.0,989 Sports,E
Brunswick Pro Bowling,PlayStation 2,2007.0,Sports,Crave Entertainment  ,0.2,0.15,0.0,0.05,0.4,,,,,Point of View,E
Sega Superstars Tennis,PlayStation 3,2008.0,Sports,Sega  ,0.13,0.2,0.0,0.07,0.4,67.0,31.0,7.6,11.0,Sumo Digital,E10+
Winter Sports 2: The Next Challenge,Wii,2008.0,Sports,Crave Entertainment  ,0.17,0.19,0.0,0.04,0.4,,,7.5,4.0,49Games,E
Rocket League,Switch,2018.0,Sports,505 Games  ,0.21,0.16,0.0,0.03,0.4,86.0,32.0,7.8,351.0,Psyonix,E
NBA Live 2002,Xbox,2001.0,Sports,EA Sports  ,0.35,0.03,0.0,0.02,0.4,76.0,15.0,7.5,6.0,Electronic Arts,E
Fishing Resort,Wii,2011.0,Sports,Xseed Games  ,0.14,0.0,0.25,0.01,0.39,69.0,9.0,7.5,8.0,Prope,E
NBA Jam,Xbox 360,2010.0,Sports,EA Sports  ,0.27,0.09,0.0,0.03,0.39,75.0,30.0,7.5,25.0,EA Canada,E
FIFA Soccer 12,3DS,2011.0,Sports,EA Sports  ,0.08,0.27,0.0,0.04,0.39,67.0,13.0,4.2,17.0,EA Sports,E
NBA Live 09,PlayStation 2,2008.0,Sports,Electronic Arts  ,0.32,0.01,0.01,0.05,0.39,,,7.3,16.0,EA Canada,E
NBA Live 09,PSP,2008.0,Sports,Electronic Arts  ,0.23,0.07,0.03,0.06,0.39,,,7.3,8.0,EA Sports,E
NHL 18,Xbox One,2017.0,Sports,EA Sports  ,0.32,0.03,0.0,0.04,0.39,77.0,16.0,4.1,51.0,EA Sports,E10+
SSX 3,Xbox,2003.0,Sports,EA Sports BIG   ,0.29,0.08,0.0,0.01,0.39,92.0,27.0,8.3,31.0,EA Canada,E
Madden NFL 2005,Game Boy Advance,2004.0,Sports,EA Sports  ,0.28,0.1,0.0,0.01,0.39,79.0,9.0,7.8,6.0,Exient Entertainment,E
Madden NFL 11,PSP,2010.0,Sports,EA Sports  ,0.36,0.0,0.0,0.03,0.39,,,,,EA Tiburon,E
Tiger Woods PGA Tour 08,PlayStation 2,2007.0,Sports,Electronic Arts  ,0.19,0.15,0.0,0.05,0.39,65.0,10.0,,,EA Salt Lake,E
Hooked! Again: Real Motion Fishing,Wii,2009.0,Sports,Aksys Games  ,0.36,0.0,0.0,0.03,0.39,,,,,SIMS,E
Tiger Woods PGA Tour 14,PlayStation 3,2013.0,Sports,EA Sports  ,0.16,0.16,0.0,0.06,0.39,74.0,28.0,4.1,27.0,EA Tiburon,E
EA Sports Active 2,Xbox 360,2010.0,Sports,Electronic Arts  ,0.18,0.16,0.0,0.04,0.39,68.0,21.0,6.3,11.0,EA Canada,E
Harry Potter: Quidditch World Cup,Game Boy Advance,2003.0,Sports,Electronic Arts  ,0.28,0.1,0.0,0.01,0.39,53.0,6.0,8.2,12.0,Magic Pockets,E
Wii Sports Club,Wii U,2014.0,Sports,Nintendo  ,0.17,0.14,0.04,0.03,0.38,68.0,21.0,7.0,123.0,Nintendo,E10+
NCAA Football 08,PlayStation 3,2007.0,Sports,Electronic Arts  ,0.35,0.0,0.0,0.03,0.38,77.0,13.0,7.9,29.0,EA Sports,E
ESPN College Hoops 2K5,Xbox,2004.0,Sports,Sega  ,0.29,0.08,0.0,0.01,0.38,86.0,18.0,7.8,12.0,Visual Concepts,E
NFL GameDay 2002,PlayStation 2,2001.0,Sports,Sony Computer Entertainment  ,0.19,0.15,0.0,0.05,0.38,51.0,18.0,5.5,6.0,Red Zone Entertainment,E
Sega Superstars Tennis,PlayStation 2,2008.0,Sports,Sega  ,0.1,0.0,0.0,0.28,0.38,70.0,9.0,8.4,7.0,Sumo Digital,E10+
Brunswick Pro Bowling,Wii,2007.0,Sports,Crave Entertainment  ,0.35,0.01,0.0,0.03,0.38,52.0,11.0,5.4,23.0,Point of View,E
SSX 3,GameCube,2003.0,Sports,EA Sports BIG   ,0.29,0.08,0.0,0.01,0.38,92.0,27.0,8.7,54.0,EA Canada,E
NCAA Football 11,PlayStation 2,2010.0,Sports,EA Sports  ,0.19,0.15,0.0,0.05,0.38,,,,,EA Tiburon,E
Virtua Tennis 2009,PlayStation 3,2009.0,Sports,Sega  ,0.09,0.22,0.0,0.06,0.38,70.0,34.0,6.6,24.0,Sumo Digital,E
FIFA 14,PC,2013.0,Sports,EA Sports  ,0.01,0.35,0.0,0.02,0.38,87.0,6.0,5.0,527.0,EA Canada,E
Cabela's Dangerous Hunts 2009,Wii,2008.0,Sports,Activision  ,0.35,0.0,0.0,0.03,0.38,,,4.5,6.0,FUN Labs,T
Pro Evolution Soccer 2011 3D,3DS,2011.0,Sports,Konami  ,0.11,0.13,0.11,0.02,0.38,73.0,43.0,6.9,23.0,Konami,E
NBA 2K7,PlayStation 3,2006.0,Sports,2K Sports  ,0.3,0.04,0.0,0.03,0.38,80.0,20.0,7.7,9.0,Visual Concepts,E
Tiger Woods PGA Tour 08,PSP,2007.0,Sports,Electronic Arts  ,0.14,0.15,0.0,0.09,0.38,72.0,8.0,,,EA Salt Lake,E
NHL 15,PlayStation 3,2014.0,Sports,EA Sports  ,0.22,0.09,0.0,0.07,0.37,,,2.3,52.0,EA Sports,E10+
NBA 2K10,Wii,2009.0,Sports,2K Sports  ,0.34,0.0,0.0,0.03,0.37,,,8.6,11.0,Visual Concepts,E
Tiger Woods PGA Tour 09,PlayStation 2,2008.0,Sports,EA Sports  ,0.16,0.0,0.0,0.21,0.37,,,4.3,11.0,EA Tiburon,E
Major League Baseball 2K6,Xbox 360,2006.0,Sports,2K Sports  ,0.34,0.0,0.0,0.03,0.37,66.0,22.0,4.1,38.0,Kush Games,E
NBA Inside Drive 2002,Xbox,2002.0,Sports,Microsoft  ,0.28,0.08,0.0,0.01,0.37,76.0,26.0,7.8,5.0,High Voltage Software,E
Cabela's Big Game Hunter 2012,Wii,2011.0,Sports,Activision  ,0.33,0.02,0.0,0.02,0.37,,,,,Activision,T
Reel Fishing III,PlayStation 2,2003.0,Sports,Natsume  ,0.18,0.14,0.0,0.05,0.37,,,8.2,19.0,Open Sesame,E
Cabela's Deer Hunt 2005 Season,PlayStation 2,2004.0,Sports,Activision  ,0.18,0.14,0.0,0.05,0.37,,,8.5,16.0,Sand Grain Studios,T
Skate,PlayStation 3,2007.0,Sports,Electronic Arts  ,0.29,0.04,0.0,0.03,0.37,85.0,31.0,8.1,73.0,EA Black Box,T
High Heat Major League Baseball 2003,PlayStation 2,2002.0,Sports,3DO  ,0.18,0.14,0.0,0.05,0.37,84.0,23.0,7.8,6.0,3DO,E
Rec Room Games,Wii,2009.0,Sports,Destineer  ,0.35,0.0,0.0,0.03,0.37,,,7.0,4.0,Arcade Moon,E
Virtua Tennis 2009,Wii,2009.0,Sports,Sega  ,0.12,0.21,0.0,0.04,0.37,73.0,33.0,7.3,24.0,Sumo Digital,E
WWE 2K17,PlayStation 3,2016.0,Sports,2K Games  ,0.11,0.19,0.0,0.06,0.37,,,4.7,21.0,Yuke's,T
NFL Street 2 Unleashed,PSP,2005.0,Sports,Electronic Arts  ,0.34,0.0,0.0,0.03,0.37,73.0,23.0,7.3,15.0,EA Tiburon,E
FIFA Street 2,PlayStation 2,2006.0,Sports,EA Sports BIG   ,0.17,0.13,0.02,0.04,0.37,59.0,27.0,7.9,65.0,EA Canada,E
NCAA Football 07,PSP,2006.0,Sports,Electronic Arts  ,0.34,0.0,0.0,0.03,0.37,75.0,16.0,7.9,11.0,EA Sports,E
NBA Live 2003,Xbox,2002.0,Sports,EA Sports  ,0.31,0.04,0.0,0.01,0.36,82.0,17.0,7.2,6.0,EA Canada,E
ESPN X Games Skateboarding,PlayStation 2,2001.0,Sports,Konami  ,0.18,0.14,0.0,0.05,0.36,58.0,15.0,7.7,12.0,KCEO,E
High Heat Major League Baseball 2004,PlayStation 2,2003.0,Sports,3DO  ,0.18,0.14,0.0,0.05,0.36,83.0,17.0,8.2,13.0,3DO,E
My Horse & Me,DS,2008.0,Sports,Atari  ,0.33,0.0,0.0,0.03,0.36,37.0,6.0,7.5,4.0,Mistic Software,E
NFL GameDay 2001,PlayStation 2,2000.0,Sports,Sony Computer Entertainment  ,0.18,0.14,0.0,0.05,0.36,51.0,16.0,,,SCEA,E
North American Hunting Extravaganza,Wii,2008.0,Sports,Destineer  ,0.33,0.0,0.0,0.03,0.36,,,7.0,4.0,Arcade Moon,T
Shaun Palmer's Pro Snowboarder,Game Boy Advance,2001.0,Sports,Activision  ,0.26,0.1,0.0,0.01,0.36,58.0,7.0,,,Natsume,E
Tiger Woods PGA Tour 09,PSP,2008.0,Sports,EA Sports  ,0.07,0.19,0.0,0.1,0.36,53.0,4.0,5.5,6.0,Exient Entertainment,E
ESPN NFL Football,Xbox,2003.0,Sports,Sega  ,0.27,0.08,0.0,0.01,0.36,91.0,25.0,7.8,51.0,Visual Concepts,E
Rapala Pro Fishing,PlayStation 2,2004.0,Sports,Activision  ,0.18,0.14,0.0,0.05,0.36,59.0,6.0,8.7,32.0,Activision,E
Tiger Woods PGA Tour 14,Xbox 360,2013.0,Sports,EA Sports  ,0.21,0.12,0.0,0.03,0.36,77.0,28.0,6.5,28.0,EA Tiburon,E
NHL 2K10,PlayStation 2,2009.0,Sports,2K Sports  ,0.17,0.14,0.0,0.05,0.36,,,8.5,4.0,Take-Two Interactive,E10+
Football Manager Handheld 2010,PSP,2009.0,Sports,Sega  ,0.0,0.27,0.0,0.09,0.35,69.0,10.0,6.9,7.0,Sports Interactive,E
NBA 2K17,Xbox 360,2016.0,Sports,2K Sports  ,0.26,0.06,0.0,0.04,0.35,,,3.4,14.0,2K Games,E
Outlaw Golf 2,PlayStation 2,2004.0,Sports,Global Star Software  ,0.17,0.14,0.0,0.05,0.35,63.0,20.0,,,Hypnotix,M
Cabela's Dangerous Hunts,Xbox,2003.0,Sports,Activision  ,0.26,0.08,0.0,0.01,0.35,,,8.4,24.0,FUN Labs,T
AMF Bowling World Lanes,Wii,2008.0,Sports,Bethesda Softworks  ,0.33,0.0,0.0,0.03,0.35,,,1.1,10.0,"Vir2L Studios, FrontLine Studios",E
NHL 2K10,Wii,2009.0,Sports,2K Sports  ,0.32,0.01,0.0,0.03,0.35,79.0,8.0,6.8,16.0,Take-Two Interactive,E10+
College Hoops 2K8,PlayStation 2,2007.0,Sports,2K Sports  ,0.17,0.13,0.0,0.04,0.35,66.0,4.0,,,Visual Concepts,E
Aggressive Inline,PlayStation 2,2002.0,Sports,Acclaim Entertainment  ,0.17,0.13,0.0,0.04,0.35,85.0,31.0,8.6,17.0,"Z-Axis, Ltd.",T
NFL Street,GameCube,2004.0,Sports,EA Sports BIG   ,0.27,0.07,0.0,0.01,0.35,81.0,30.0,8.2,6.0,EA Tiburon,E
Tiger Woods PGA Tour 12: The Masters,Wii,2011.0,Sports,EA Sports  ,0.2,0.12,0.0,0.03,0.35,85.0,14.0,6.6,10.0,Electronic Arts,E
MLB 06: The Show,PSP,2006.0,Sports,Sony Computer Entertainment  ,0.32,0.0,0.0,0.03,0.35,83.0,30.0,8.2,33.0,SCEA San Diego Studios,E
Madden NFL 13,PlayStation Vita,2012.0,Sports,EA Sports  ,0.28,0.0,0.0,0.07,0.35,63.0,6.0,7.3,40.0,EA Tiburon,E
Racquet Sports,PlayStation 3,2010.0,Sports,Ubisoft  ,0.11,0.17,0.0,0.06,0.34,45.0,17.0,4.3,8.0,Asobo Studio,E
FIFA Street 3,Xbox 360,2008.0,Sports,EA Sports BIG   ,0.17,0.14,0.0,0.04,0.34,63.0,48.0,7.0,23.0,EA Canada,E
NBA 2K12,Wii,2011.0,Sports,2K Sports  ,0.29,0.03,0.0,0.02,0.34,,,6.8,6.0,Visual Concepts,E
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PlayStation 3,2010.0,Sports,Sega  ,0.09,0.19,0.0,0.07,0.34,56.0,39.0,5.8,9.0,"Eurocom Entertainment Software, Eurocom",E
MVP 06 NCAA Baseball,Xbox,2006.0,Sports,EA Sports  ,0.25,0.07,0.0,0.01,0.34,75.0,29.0,8.1,18.0,EA Canada,E
NBA 2K17,PlayStation 3,2016.0,Sports,2K Sports  ,0.16,0.11,0.02,0.05,0.34,,,1.7,12.0,2K Games,E
NHL 09,PlayStation 3,2008.0,Sports,Electronic Arts  ,0.29,0.02,0.0,0.03,0.34,88.0,25.0,7.8,42.0,EA Canada,E10+
Shaun White Snowboarding,PSP,2008.0,Sports,Ubisoft  ,0.26,0.04,0.0,0.03,0.34,70.0,5.0,7.5,4.0,Ubisoft,E10+
NCAA Basketball 10,PlayStation 3,2009.0,Sports,Electronic Arts  ,0.31,0.0,0.0,0.03,0.33,75.0,17.0,7.7,9.0,EA Canada,E
Cabela's Dangerous Hunts 2011,PlayStation 3,2010.0,Sports,Activision  ,0.26,0.04,0.0,0.03,0.33,60.0,4.0,4.9,10.0,Activision,T
Virtua Tennis 2009,Xbox 360,2009.0,Sports,Sega  ,0.12,0.18,0.0,0.03,0.33,70.0,43.0,6.3,16.0,Sumo Digital,E
NBA 2K10,PSP,2009.0,Sports,2K Sports  ,0.3,0.0,0.0,0.03,0.33,,,8.1,13.0,Visual Concepts,E
Kelly Slater's Pro Surfer,PlayStation 2,2002.0,Sports,Activision  ,0.16,0.13,0.0,0.04,0.33,77.0,19.0,8.7,15.0,Treyarch,E
MLB 09: The Show,PlayStation 2,2009.0,Sports,Sony Computer Entertainment  ,0.16,0.13,0.0,0.04,0.33,79.0,7.0,6.9,14.0,SCEA San Diego Studios,E
Cool Boarders 2001,PlayStation 2,2001.0,Sports,Sony Computer Entertainment  ,0.16,0.13,0.0,0.04,0.33,78.0,16.0,5.6,5.0,Idol Minds,E
MLB 08: The Show,PSP,2008.0,Sports,Sony Computer Entertainment  ,0.3,0.0,0.0,0.02,0.33,83.0,14.0,7.8,14.0,SCEA San Diego Studios,E
SSX Blur,Wii,2007.0,Sports,EA Sports BIG   ,0.29,0.01,0.0,0.02,0.33,74.0,52.0,7.8,64.0,EA Montreal,E
NCAA GameBreaker 2001,PlayStation,2000.0,Sports,Sony Computer Entertainment  ,0.18,0.12,0.0,0.02,0.33,69.0,9.0,,,989 Sports,E
MVP Baseball 2005,GameCube,2005.0,Sports,EA Sports  ,0.25,0.07,0.0,0.01,0.33,88.0,20.0,7.8,19.0,EA Sports,E
NBA Live 06,GameCube,2005.0,Sports,EA Sports  ,0.25,0.07,0.0,0.01,0.33,76.0,14.0,,,EA Canada,E
Major League Baseball 2K6,Xbox,2006.0,Sports,2K Sports  ,0.24,0.07,0.0,0.01,0.33,71.0,21.0,5.7,12.0,Kush Games,E
EA Playground,DS,2007.0,Action,Electronic Arts  ,0.29,0.01,0.0,0.03,0.33,60.0,8.0,7.6,13.0,Piranha Games,E
NCAA Basketball 10,Xbox 360,2009.0,Sports,Electronic Arts  ,0.3,0.0,0.0,0.03,0.32,75.0,22.0,,,EA Canada,E
NBA Street V3,Xbox,2005.0,Sports,EA Sports BIG   ,0.28,0.03,0.0,0.01,0.32,89.0,41.0,7.9,14.0,EA Canada,E
FIFA Street 3,PlayStation 3,2008.0,Sports,EA Sports BIG   ,0.08,0.18,0.0,0.06,0.32,63.0,37.0,6.7,22.0,EA Canada,E
Madden NFL 09,DS,2008.0,Sports,EA Sports  ,0.3,0.0,0.0,0.02,0.32,,,7.8,4.0,Exient Entertainment,E
MLB 07: The Show,PlayStation 3,2007.0,Sports,Sony Computer Entertainment  ,0.29,0.0,0.0,0.03,0.32,77.0,30.0,7.5,17.0,SCEA San Diego Studios,E
Tony Hawk's American Wasteland,Xbox 360,2005.0,Sports,Activision  ,0.28,0.01,0.0,0.03,0.32,75.0,43.0,7.2,26.0,Neversoft Entertainment,T
FIFA 2001 Major League Soccer,PlayStation,2000.0,Sports,EA Sports  ,0.18,0.12,0.0,0.02,0.32,85.0,10.0,7.0,9.0,EA Sports,E
Disney's Extreme Skate Adventure,PlayStation 2,2003.0,Sports,Activision  ,0.16,0.12,0.0,0.04,0.32,78.0,15.0,8.4,14.0,Toys for Bob,E
Cabela's Dangerous Hunts 2011,Xbox 360,2010.0,Sports,Activision  ,0.28,0.01,0.0,0.02,0.32,55.0,7.0,6.0,4.0,Activision,T
